  1.0000000e-003  1.0000000e-003  1.0000000e-003
 -1.1715559e-003 -1.1715559e-003 -1.1715559e-003
  7.0099894e-004  7.0099894e-004  7.0099894e-004
 -2.4208869e-005 -2.4208869e-005 -2.4208869e-005
 -3.6404030e-004 -3.6404030e-004 -3.6404030e-004
  2.9523806e-004  2.9523806e-004  2.9523806e-004
  1.6263617e-005  1.6263617e-005  1.6263617e-005
 -1.9520469e-004 -1.9520469e-004 -1.9520469e-004
  8.3972639e-005  8.3972639e-005  8.3972639e-005
  8.7232301e-005  8.7232301e-005  8.7232301e-005
 -7.5805889e-005 -7.5805889e-005 -7.5805889e-005
 -3.2984636e-005 -3.2984636e-005 -3.2984636e-005
  4.8339187e-005  4.8339187e-005  4.8339187e-005
  1.2633102e-005  1.2633102e-005  1.2633102e-005
 -2.7491067e-005 -2.7491067e-005 -2.7491067e-005
 -5.6876558e-006 -5.6876558e-006 -5.6876558e-006
  1.5852046e-005  1.5852046e-005  1.5852046e-005
  4.8356030e-006  4.8356030e-006  4.8356030e-006
 -9.4970671e-006 -9.4970671e-006 -9.4970671e-006
 -4.6643826e-006 -4.6643826e-006 -4.6643826e-006
  4.8746720e-006  4.8746720e-006  4.8746720e-006
  4.1387110e-006  4.1387110e-006  4.1387110e-006
 -1.7040059e-006 -1.7040059e-006 -1.7040059e-006
 -3.1284909e-006 -3.1284909e-006 -3.1284909e-006
 -8.3343769e-008 -8.3343769e-008 -8.3343769e-008
  1.9064549e-006  1.9064549e-006  1.9064549e-006
  7.4116260e-007  7.4116260e-007  7.4116260e-007
 -8.4229165e-007 -8.4229165e-007 -8.4229165e-007
 -6.5689017e-007 -6.5689017e-007 -6.5689017e-007
  2.1978149e-008  2.1978149e-008  2.1978149e-008
  5.0484092e-007  5.0484092e-007  5.0484092e-007
  2.5490282e-007  2.5490282e-007  2.5490282e-007
 -2.1261798e-007 -2.1261798e-007 -2.1261798e-007
 -2.4748129e-007 -2.4748129e-007 -2.4748129e-007
 -7.0147022e-009 -7.0147022e-009 -7.0147022e-009
  1.1565551e-007  1.1565551e-007  1.1565551e-007
  8.1339151e-008  8.1339151e-008  8.1339151e-008
 -3.8362185e-009 -3.8362185e-009 -3.8362185e-009
 -5.6532775e-008 -5.6532775e-008 -5.6532775e-008
 -3.3856160e-008 -3.3856160e-008 -3.3856160e-008
  1.2219786e-008  1.2219786e-008  1.2219786e-008
  2.2010805e-008  2.2010805e-008  2.2010805e-008
  8.6210078e-009  8.6210078e-009  8.6210078e-009
 -3.1936249e-009 -3.1936249e-009 -3.1936249e-009
 -8.5182405e-009 -8.5182405e-009 -8.5182405e-009
 -4.5069126e-009 -4.5069126e-009 -4.5069126e-009
  5.8080183e-010  5.8080183e-010  5.8080183e-010
  3.7619710e-009  3.7619710e-009  3.7619710e-009
  2.6010596e-009  2.6010596e-009  2.6010596e-009
 -3.3342407e-010 -3.3342407e-010 -3.3342407e-010
 -1.3476686e-009 -1.3476686e-009 -1.3476686e-009
 -9.8784496e-010 -9.8784496e-010 -9.8784496e-010
 -2.3027172e-010 -2.3027172e-010 -2.3027172e-010
  4.5033404e-010  4.5033404e-010  4.5033404e-010
  4.4636777e-010  4.4636777e-010  4.4636777e-010
  1.1802052e-010  1.1802052e-010  1.1802052e-010
 -7.6357879e-011 -7.6357879e-011 -7.6357879e-011
 -1.5818368e-010 -1.5818368e-010 -1.5818368e-010
 -9.9996184e-011 -9.9996184e-011 -9.9996184e-011
 -1.8368658e-011 -1.8368658e-011 -1.8368658e-011
  5.4437073e-011  5.4437073e-011  5.4437073e-011
  5.5006250e-011  5.5006250e-011  5.5006250e-011
  1.8339961e-011  1.8339961e-011  1.8339961e-011
 -5.7431241e-012 -5.7431241e-012 -5.7431241e-012
 -1.8831114e-011 -1.8831114e-011 -1.8831114e-011
 -1.4387254e-011 -1.4387254e-011 -1.4387254e-011
 -2.2235827e-012 -2.2235827e-012 -2.2235827e-012
  3.3775468e-012  3.3775468e-012  3.3775468e-012
  5.0311240e-012  5.0311240e-012  5.0311240e-012
  3.2567457e-012  3.2567457e-012  3.2567457e-012
  1.4317582e-013  1.4317582e-013  1.4317582e-013
 -1.0368686e-012 -1.0368686e-012 -1.0368686e-012
 -1.3451750e-012 -1.3451750e-012 -1.3451750e-012
 -7.5543051e-013 -7.5543051e-013 -7.5543051e-013
 -1.7909764e-013 -1.7909764e-013 -1.7909764e-013
  3.4291525e-013  3.4291525e-013  3.4291525e-013
  3.9412709e-013  3.9412709e-013  3.9412709e-013
  2.0956012e-013  2.0956012e-013  2.0956012e-013
