    0.0100    0.0100
    0.0091    0.0890
   -0.0047    0.1354
   -0.0809    0.1703
   -0.1712   -0.0131
   -0.1833   -0.0659
   -0.1237   -0.0850
   -0.0676   -0.0475
    0.0688    0.1048
    0.0662    0.1664
    0.0343    0.1500
   -0.0511   -0.0092
   -0.0836   -0.0394
   -0.0244   -0.0524
    0.0666    0.0253
