-1	-0.889838		
-1	-0.911871		
-1	-0.929497		
-1	-0.943597		
-1	-0.954878		
-1	-0.963902		
-1	-0.971122		
-1	-0.976897		
-1	-0.981518		
-1	-0.985214		
-1	-0.988171		
-1	-0.990537		
-1	-0.99243		
-1	-0.993944		
-1	-0.995155		
-1	-0.996124		
-1	-0.996899		
-1	-0.997519		
-1	-0.998016		
-1	-0.998412		
-1	-0.99873		
-1	-0.998984		
-1	-0.999187		
-1	-0.99935		
-1	-0.99948		
-0.989025	-0.999584		
-0.969596	-0.999667		
-0.907863	-0.98527		
-0.723188	-0.876331		
-0.304321	-0.541553		
0.248709	-0.233242		
0.64532	0.013406		
0.837445	0.210725		
0.919719	0.36858		
0.955846	0.494864		
-1	0.595891		
-1	0.676713		
-1	0.661814		
-1	0.510006		
-1	0.341922		
-1	0.178039		
-1	0.0381053		
-1	-0.0525288		
-1	-0.116437		
-1	-0.108578		
-1	-0.108773		
-1	-0.107142		
-1	-0.104336		
-1	-0.102317		
-1	-0.0993043		
-1	-0.153896		
-1	-0.2456		
-1	-0.353638		
-1	-0.457823		
-1	-0.554942		
-1	-0.643954		
-1	-0.715163		
-1	-0.77213		
-1	-0.817704		
-1	-0.854163		
-1	-0.883331		
-1	-0.906665		
-1	-0.925332		
-1	-0.940265		
-1	-0.952212		
-1	-0.96177		
-1	-0.969416		
-1	-0.975533		
-1	-0.980426		
-1	-0.984341		
-1	-0.987473		
-1	-0.989978		
-1	-0.991983		
-1	-0.993586		
-1	-0.994869		
-1	-0.995895		
-1	-0.996716		
-1	-0.997373		
-1	-0.997898		
-1	-0.998319		
-1	-0.998655		
-1	-0.998924		
-1	-0.999139		
-1	-0.999311		
-1	-0.999449		
-0.989025	-0.999559		
-0.969596	-0.999647		
-0.907863	-0.974807		
-0.723188	-0.857527		
-0.304321	-0.490235		
0.248709	-0.192188		
0.64532	0.0462498		
0.837445	0.237		
0.919719	0.3896		
0.955846	0.51168		
-1	0.609344		
-1	0.687475		
-1	0.682105		
-1	0.52515		
-1	0.345802		
-1	0.173025		
-1	0.0245833		
-1	-0.0731735		
-1	-0.138199		
-1	-0.129599		
-1	-0.124101		
-1	-0.122249		
-1	-0.121234		
-1	-0.120757		
-1	-0.118701		
-1	-0.175093		
-1	-0.265805		
-1	-0.373038		
-1	-0.476771		
-1	-0.569878		
-1	-0.655309		
-1	-0.724247		
-1	-0.779398		
-1	-0.823518		
-1	-0.858815		
-1	-0.887052		
-1	-0.909641		
-1	-0.927713		
-1	-0.94217		
-1	-0.953736		
-1	-0.962989		
-1	-0.970391		
-1	-0.976313		
-1	-0.98105		
-1	-0.98484		
-1	-0.987872		
-1	-0.990298		
-1	-0.992238		
-1	-0.993791		
-1	-0.995032		
-1	-0.996026		
-1	-0.996821		
-1	-0.997457		
-1	-0.997965		
-1	-0.998372		
-1	-0.998698		
-1	-0.998958		
-1	-0.999167		
-1	-0.999333		
-1	-0.999467		
-1	-0.999573		
-0.989029	-0.999659		
-0.969605	-0.999727		
-0.907892	-0.960742		
-0.723267	-0.84645		
-0.304465	-0.481762		
0.248569	-0.18541		
0.64524	0.0516723		
0.837407	0.241338		
0.919702	0.39307		
0.950773	0.514456		
-1	0.611565		
-1	0.689252		
-1	0.680874		
-1	0.523474		
-1	0.347004		
-1	0.174071		
-1	0.0261517		
-1	-0.0717421		
-1	-0.138441		
-1	-0.127131		
-1	-0.120217		
-1	-0.118451		
-1	-0.117302		
-1	-0.120019		
-1	-0.112935		
-1	-0.171214		
-1	-0.260885		
-1	-0.370314		
-1	-0.475454		
-1	-0.570013		
-1	-0.65601		
-1	-0.724808		
-1	-0.779846		
-1	-0.823877		
-1	-0.859102		
-1	-0.887281		
-1	-0.909825		
-1	-0.92786		
-1	-0.942288		
-1	-0.95383		
-1	-0.963064		
-1	-0.970451		
-1	-0.976361		
-1	-0.981089		
-1	-0.984871		
-1	-0.987897		
-1	-0.990318		
-1	-0.992254		
-1	-0.993803		
-1	-0.995043		
-1	-0.996034		
-1	-0.996827		
-1	-0.997462		
-1	-0.997969		
-1	-0.998376		
-1	-0.9987		
-1	-0.99896		
-1	-0.999168		
-1	-0.999335		
-1	-0.999468		
-0.987786	-0.999574		
-0.961308	-0.999659		
-0.865991	-0.922968		
-0.568656	-0.735951		
0.00715247	-0.388761		
0.53945	-0.111009		
0.807507	0.111193		
0.913631	0.288955		
0.955854	0.431164		
-1	0.544931		
-1	0.635945		
-1	0.634204		
-1	0.479524		
-1	0.303641		
-1	0.127943		
-1	-6.03E-04		
-1	-0.0937093		
-1	-0.17219		
-1	-0.180625		
-1	-0.158376		
-1	-0.146387		
-1	-0.135396		
-1	-0.125793		
-1	-0.115178		
-1	-0.16541		
-1	-0.253876		
-1	-0.355672		
-1	-0.452423		
-1	-0.542031		
-1	-0.620761		
-1	-0.696609		
-1	-0.757287		
-1	-0.805829		
-1	-0.844664		
-1	-0.875731		
-1	-0.900585		
-1	-0.920468		
-1	-0.936374		
-1	-0.949099		
-1	-0.959279		
-1	-0.967424		
-1	-0.973939		
-1	-0.979151		
-1	-0.983321		
-1	-0.986657		
-1	-0.989325		
-1	-0.99146		
-1	-0.993168		
-1	-0.994535		
-1	-0.995628		
-1	-0.996502		
-1	-0.997202		
-1	-0.997761		
-1	-0.998209		
-1	-0.998567		
-1	-0.998854		
-1	-0.999083		
-1	-0.999266		
-1	-0.999413		
-1	-0.999531		
-0.987782	-0.999624		
-0.961296	-0.9997		
-0.865949	-0.926857		
-0.568543	-0.747138		
0.00731161	-0.397711		
0.539554	-0.118169		
0.807553	0.105465		
0.91365	0.284372		
0.955863	0.427498		
-1	0.541998		
-1	0.633599		
-1	0.66122		
-1	0.510149		
-1	0.334689		
-1	0.165866		
-1	0.0171293		
-1	-0.0958232		
-1	-0.189492		
-1	-0.207522		
-1	-0.195361		
-1	-0.17851		
-1	-0.16709		
-1	-0.158283		
-1	-0.147023		
-1	-0.199075		
-1	-0.286818		
-1	-0.387609		
