cycle	pattern	win index	neigh_size	avg_dist_per_pattern
------------------------------------------------------
0	0	1		1		100.000000
0	1	1		1		100.000000
0	2	1		1		100.000000
0	3	1		1		100.000000
1	4	1		1		0.732782
1	5	1		1		0.732782
1	6	1		1		0.732782
1	7	1		1		0.732782
2	8	1		1		0.334659
2	9	1		1		0.334659
2	10	1		1		0.334659
2	11	1		1		0.334659
3	12	1		1		0.314688
3	13	1		0		0.314688
3	14	0		0		0.314688
3	15	1		0		0.314688
4	16	1		0		0.267048
4	17	1		0		0.267048
4	18	0		0		0.267048
4	19	1		0		0.267048
5	20	1		0		0.192216
5	21	1		0		0.192216
5	22	0		0		0.192216
5	23	1		0		0.192216
6	24	1		0		0.180928
6	25	1		0		0.180928
6	26	0		0		0.180928
6	27	1		0		0.180928
7	28	1		0		0.171474
7	29	1		0		0.171474
7	30	0		0		0.171474
7	31	1		0		0.171474
8	32	1		0		0.161521
8	33	1		0		0.161521
8	34	0		0		0.161521
8	35	1		0		0.161521
9	36	1		0		0.161521
9	37	1		0		0.161521
9	38	0		0		0.161521
9	39	1		0		0.161521
10	40	1		0		0.161521
10	41	1		0		0.161521
10	42	0		0		0.161521
10	43	1		0		0.161521
11	44	1		0		0.161521
11	45	1		0		0.161521
11	46	0		0		0.161521
11	47	1		0		0.161521
12	48	1		0		0.161521
12	49	1		0		0.161521
12	50	0		0		0.161521
12	51	1		0		0.161521
13	52	1		0		0.161521
13	53	1		0		0.161521
13	54	0		0		0.161521
13	55	1		0		0.161521
14	56	1		0		0.161521
14	57	1		0		0.161521
14	58	0		0		0.161521
14	59	1		0		0.161521
15	60	1		0		0.161521
15	61	1		0		0.161521
15	62	0		0		0.161521
15	63	1		0		0.161521
16	64	1		0		0.161521
16	65	1		0		0.161521
16	66	0		0		0.161521
16	67	1		0		0.161521
17	68	1		0		0.161521
17	69	1		0		0.161521
17	70	0		0		0.161521
17	71	1		0		0.161521
18	72	1		0		0.161521
18	73	1		0		0.161521
18	74	0		0		0.161521
18	75	1		0		0.161521
19	76	1		0		0.161521
19	77	1		0		0.161521
19	78	0		0		0.161521
19	79	1		0		0.161521
20	80	1		0		0.161521
20	81	1		0		0.161521
20	82	0		0		0.161521
20	83	1		0		0.161521
21	84	1		0		0.161521
21	85	1		0		0.161521
21	86	0		0		0.161521
21	87	1		0		0.161521
22	88	1		0		0.161521
22	89	1		0		0.161521
22	90	0		0		0.161521
22	91	1		0		0.161521
23	92	1		0		0.161521
23	93	1		0		0.161521
23	94	0		0		0.161521
23	95	1		0		0.161521
24	96	1		0		0.161521
24	97	1		0		0.161521
24	98	0		0		0.161521
24	99	1		0		0.161521
25	100	1		0		0.161521
25	101	1		0		0.161521
25	102	0		0		0.161521
25	103	1		0		0.161521
26	104	1		0		0.161521
26	105	1		0		0.161521
26	106	0		0		0.161521
26	107	1		0		0.161521
27	108	1		0		0.161521
27	109	1		0		0.161521
27	110	0		0		0.161521
27	111	1		0		0.161521
28	112	1		0		0.161521
28	113	1		0		0.161521
28	114	0		0		0.161521
28	115	1		0		0.161521
29	116	1		0		0.161521
29	117	1		0		0.161521
29	118	0		0		0.161521
29	119	1		0		0.161521
30	120	1		0		0.161521
30	121	1		0		0.161521
30	122	0		0		0.161521
30	123	1		0		0.161521
31	124	1		0		0.161521
31	125	1		0		0.161521
31	126	0		0		0.161521
31	127	1		0		0.161521
32	128	1		0		0.161521
32	129	1		0		0.161521
32	130	0		0		0.161521
32	131	1		0		0.161521
33	132	1		0		0.161521
33	133	1		0		0.161521
33	134	0		0		0.161521
33	135	1		0		0.161521
34	136	1		0		0.161521
34	137	1		0		0.161521
34	138	0		0		0.161521
34	139	1		0		0.161521
35	140	1		0		0.161521
35	141	1		0		0.161521
35	142	0		0		0.161521
35	143	1		0		0.161521
36	144	1		0		0.161521
36	145	1		0		0.161521
36	146	0		0		0.161521
36	147	1		0		0.161521
37	148	1		0		0.161521
37	149	1		0		0.161521
37	150	0		0		0.161521
37	151	1		0		0.161521
38	152	1		0		0.161521
38	153	1		0		0.161521
38	154	0		0		0.161521
38	155	1		0		0.161521
39	156	1		0		0.161521
39	157	1		0		0.161521
39	158	0		0		0.161521
39	159	1		0		0.161521
40	160	1		0		0.161521
40	161	1		0		0.161521
40	162	0		0		0.161521
40	163	1		0		0.161521
41	164	1		0		0.161521
41	165	1		0		0.161521
41	166	0		0		0.161521
41	167	1		0		0.161521
42	168	1		0		0.161521
42	169	1		0		0.161521
42	170	0		0		0.161521
42	171	1		0		0.161521
43	172	1		0		0.161521
43	173	1		0		0.161521
43	174	0		0		0.161521
43	175	1		0		0.161521
44	176	1		0		0.161521
44	177	1		0		0.161521
44	178	0		0		0.161521
44	179	1		0		0.161521
45	180	1		0		0.161521
45	181	1		0		0.161521
45	182	0		0		0.161521
45	183	1		0		0.161521
46	184	1		0		0.161521
46	185	1		0		0.161521
46	186	0		0		0.161521
46	187	1		0		0.161521
47	188	1		0		0.161521
47	189	1		0		0.161521
47	190	0		0		0.161521
47	191	1		0		0.161521
48	192	1		0		0.161521
48	193	1		0		0.161521
48	194	0		0		0.161521
48	195	1		0		0.161521
49	196	1		0		0.161521
49	197	1		0		0.161521
49	198	0		0		0.161521
49	199	1		0		0.161521
50	200	1		0		0.161521
50	201	1		0		0.161521
50	202	0		0		0.161521
50	203	1		0		0.161521
51	204	1		0		0.161521
51	205	1		0		0.161521
51	206	0		0		0.161521
51	207	1		0		0.161521
52	208	1		0		0.161521
52	209	1		0		0.161521
52	210	0		0		0.161521
52	211	1		0		0.161521
53	212	1		0		0.161521
53	213	1		0		0.161521
53	214	0		0		0.161521
53	215	1		0		0.161521
54	216	1		0		0.161521
54	217	1		0		0.161521
54	218	0		0		0.161521
54	219	1		0		0.161521
55	220	1		0		0.161521
55	221	1		0		0.161521
55	222	0		0		0.161521
55	223	1		0		0.161521
56	224	1		0		0.161521
56	225	1		0		0.161521
56	226	0		0		0.161521
56	227	1		0		0.161521
57	228	1		0		0.161521
57	229	1		0		0.161521
57	230	0		0		0.161521
57	231	1		0		0.161521
58	232	1		0		0.161521
58	233	1		0		0.161521
58	234	0		0		0.161521
58	235	1		0		0.161521
59	236	1		0		0.161521
59	237	1		0		0.161521
59	238	0		0		0.161521
59	239	1		0		0.161521
60	240	1		0		0.161521
60	241	1		0		0.161521
60	242	0		0		0.161521
60	243	1		0		0.161521
61	244	1		0		0.161521
61	245	1		0		0.161521
61	246	0		0		0.161521
61	247	1		0		0.161521
62	248	1		0		0.161521
62	249	1		0		0.161521
62	250	0		0		0.161521
