0.010000,0.000000,265396.342661 
0.010000,0.010000,252851.318636 
0.010000,0.020000,240611.628204 
0.010000,0.030000,228677.265574 
0.010000,0.040000,217048.133544 
0.010000,0.050000,205724.197401 
0.010000,0.060000,194705.457145 
0.010000,0.070000,183991.912775 
0.010000,0.080000,173583.564291 
0.010000,0.090000,163480.411694 
0.010000,0.100000,153682.454984 
0.010000,0.110000,144189.694160 
0.010000,0.120000,135002.129223 
0.010000,0.130000,126119.760172 
0.010000,0.140000,117542.587008 
0.010000,0.150000,109270.609731 
0.010000,0.160000,101303.818388 
0.010000,0.170000,93642.103455 
0.010000,0.180000,86285.434721 
0.010000,0.190000,79233.812184 
0.010000,0.200000,72487.235845 
0.010000,0.210000,66045.705703 
0.010000,0.220000,59909.221759 
0.010000,0.230000,54077.777798 
0.010000,0.240000,48551.360467 
0.010000,0.250000,43329.969319 
0.010000,0.260000,38413.604068 
0.010000,0.270000,33802.234819 
0.010000,0.280000,29495.742102 
0.010000,0.290000,25494.080427 
0.012000,0.000000,208740.749285 
0.012000,0.010000,196825.312881 
0.012000,0.020000,185261.236572 
0.012000,0.030000,174048.520359 
0.012000,0.040000,163187.164241 
0.012000,0.050000,152677.168219 
0.012000,0.060000,142518.532292 
0.012000,0.070000,132711.256461 
0.012000,0.080000,123255.340726 
0.012000,0.090000,114150.785085 
0.012000,0.100000,105397.589541 
0.012000,0.110000,96995.739592 
0.012000,0.120000,88945.113373 
0.012000,0.130000,81245.683388 
0.012000,0.140000,73897.449638 
0.012000,0.150000,66900.412123 
0.012000,0.160000,60254.570841 
0.012000,0.170000,53959.925794 
0.012000,0.180000,48016.475400 
0.012000,0.190000,42424.200338 
0.012000,0.200000,37183.085951 
0.012000,0.210000,32293.082521 
0.012000,0.220000,27754.144358 
0.012000,0.230000,23566.138631 
0.012000,0.240000,19728.902082 
0.012000,0.250000,16241.804249 
0.012000,0.260000,13105.632394 
0.012000,0.270000,10320.386518 
0.012000,0.280000,7886.035791 
0.012000,0.290000,5802.469044 
0.014000,0.000000,167009.228178 
0.014000,0.010000,155816.102736 
0.014000,0.020000,145012.079884 
0.014000,0.030000,134597.159622 
0.014000,0.040000,124571.341951 
0.014000,0.050000,114934.626869 
0.014000,0.060000,105687.014378 
0.014000,0.070000,96828.502730 
0.014000,0.080000,88358.984046 
0.014000,0.090000,80278.394441 
0.014000,0.100000,72586.733918 
0.014000,0.110000,65284.002474 
0.014000,0.120000,58370.200112 
0.014000,0.130000,51845.326829 
0.014000,0.140000,45709.381865 
0.014000,0.150000,39962.333471 
