0	0.000000
1	15.000000
2	22.000000
3	10.000000
4	27.000000
5	30.000000
6	30.000000
7	30.000000
8	24.000000
9	30.000000
10	29.000000
11	30.000000
12	20.305000
13	25.211000
14	9.000000
15	22.090000
16	15.000000
17	20.486000
18	0.000000
19	26.211000
20	15.413000
21	16.229000
22	19.305000
23	6.000000
24	22.929000
25	0.000000
26	2.000000
27	13.211000
28	14.000000
29	30.000000
30	9.392000
31	21.929000
32	3.000000
33	20.000000
34	23.000000
35	27.624000
36	30.000000
37	20.000000
38	15.000000
39	27.000000
40	23.000000
41	11.000000
42	26.000000
43	16.087000
44	23.211000
45	13.124000
46	20.000000
47	28.000000
48	15.000000
49	11.362000
50	8.000000
51	10.000000
52	21.000000
53	4.000000
54	8.000000
55	8.000000
56	30.000000
57	17.000000
58	5.000000
59	15.000000
60	6.000000
61	8.000000
62	13.000000
63	23.000000
64	19.000000
65	15.000000
66	25.000000
67	19.000000
68	30.000000
69	27.000000
70	20.000000
71	22.000000
72	9.000000
73	7.000000
74	21.932000
75	0.000000
76	17.000000
77	20.000000
78	20.000000
79	22.000000
80	15.000000
81	12.000000
82	5.000000
83	18.000000
84	12.000000
85	18.000000
86	21.000000
87	0.000000
88	22.000000
89	17.087000
90	30.000000
91	23.000000
92	2.000000
93	24.000000
94	23.124000
95	3.929000
96	22.305000
97	9.000000
98	30.000000
99	12.000000
100	28.000000
101	30.000000
102	18.929000
103	22.000000
104	13.000000
105	17.000000
106	30.000000
107	29.413000
108	25.000000
109	21.362000
110	8.000000
111	23.000000
112	18.929000
113	25.305000
114	29.000000
115	21.000000
116	10.413000
117	5.000000
118	19.000000
119	14.000000
120	23.000000
121	9.000000
122	9.305000
123	23.000000
124	26.000000
125	11.000000
126	27.000000
127	9.000000
128	28.000000
129	26.000000
130	19.087000
131	3.000000
132	7.000000
133	19.000000
134	6.000000
135	29.000000
136	21.000000
137	17.000000
138	24.000000
139	13.211000
140	5.000000
141	22.932000
142	17.000000
143	30.000000
144	13.000000
145	28.000000
146	10.211000
147	16.000000
148	21.932000
149	4.000000
150	30.000000
151	10.124000
152	6.000000
153	29.000000
154	26.229000
155	10.000000
156	2.000000
157	8.000000
158	26.000000
159	23.000000
160	3.000000
161	27.000000
162	25.000000
163	13.000000
164	16.000000
165	20.000000
166	1.000000
167	8.000000
168	3.000000
169	4.000000
170	3.000000
171	23.000000
172	29.000000
173	25.087000
174	22.000000
175	29.000000
176	9.000000
177	7.000000
178	18.000000
179	27.000000
180	14.000000
181	23.929000
182	28.000000
183	15.000000
184	9.000000
185	27.000000
186	18.413000
187	4.000000
188	23.362000
189	6.000000
190	7.929000
191	26.000000
192	26.000000
193	6.000000
194	6.413000
195	3.362000
196	0.000000
197	23.211000
198	22.929000
199	24.229000
200	14.000000
201	14.000000
202	8.000000
203	7.000000
204	5.000000
205	23.000000
206	30.000000
207	19.000000
208	13.000000
209	5.000000
210	25.000000
211	8.000000
212	28.362000
213	2.000000
214	13.000000
215	11.000000
216	15.000000
217	27.124000
218	22.305000
219	13.932000
220	20.000000
221	6.000000
222	13.000000
223	17.000000
224	18.000000
225	22.087000
226	0.000000
227	14.229000
228	29.000000
229	26.124000
230	8.000000
231	15.932000
232	20.000000
233	9.000000
234	13.000000
235	30.000000
236	17.000000
237	1.000000
238	30.000000
239	27.305000
240	8.000000
241	22.000000
242	0.000000
243	2.362000
244	10.000000
245	18.000000
246	17.000000
247	16.000000
248	2.000000
249	19.000000
250	20.000000
251	4.000000
252	26.929000
253	19.000000
254	19.000000
255	9.932000
256	18.000000
257	22.000000
258	22.000000
259	8.000000
260	18.000000
261	30.000000
262	6.000000
263	0.000000
264	1.000000
265	3.000000
266	13.000000
267	8.087000
268	23.000000
269	8.000000
270	24.000000
271	28.305000
272	17.000000
273	10.000000
274	7.000000
275	8.000000
276	15.000000
277	6.000000
278	27.000000
279	27.000000
280	7.000000
281	12.000000
282	10.413000
283	7.000000
284	28.000000
285	18.000000
286	13.124000
287	16.000000
288	29.000000
289	14.413000
290	8.000000
291	30.000000
292	13.000000
293	15.211000
294	27.000000
295	22.000000
296	23.362000
297	2.000000
298	26.932000
299	1.000000
300	9.000000
301	28.000000
302	30.000000
303	0.000000
304	19.000000
305	23.929000
306	1.000000
307	11.534000
308	26.000000
309	9.362000
310	17.000000
311	13.000000
312	22.929000
313	10.000000
314	13.000000
315	29.000000
316	2.000000
317	22.000000
318	4.000000
319	18.000000
320	8.124000
321	18.000000
322	13.000000
323	3.000000
324	3.087000
325	1.000000
326	23.000000
327	30.000000
328	16.000000
329	2.000000
330	20.000000
331	9.000000
332	2.000000
333	6.000000
334	9.211000
335	23.087000
336	23.124000
337	13.000000
338	18.000000
339	3.000000
340	0.000000
341	2.305000
342	15.000000
343	6.000000
344	20.000000
345	26.211000
346	26.000000
347	17.000000
348	15.000000
349	6.000000
350	24.000000
351	24.000000
352	30.000000
353	22.929000
354	29.000000
355	9.000000
356	18.000000
357	11.000000
358	23.000000
359	23.000000
360	8.000000
361	13.362000
362	25.000000
363	10.932000
364	11.000000
365	15.000000
366	20.000000
367	10.929000
368	17.000000
369	15.000000
370	29.534000
371	12.000000
372	27.000000
373	27.000000
374	2.000000
375	30.000000
376	10.000000
377	12.000000
378	1.000000
379	12.087000
380	26.000000
381	13.000000
382	13.000000
383	1.000000
384	26.000000
385	11.413000
386	20.087000
387	25.000000
388	24.000000
389	14.000000
390	30.000000
391	2.000000
392	20.000000
