501 0.09 0.297769 0 0 0 0 0 0 0 0 
502 0.09 0.248918 0 0 0.297769 -1 0 0 0 0 
503 0.09 0.204102 0 0 0.248918 -1 0 0 0 0 
504 0.09 0.179227 0 0 0.204102 -1 0 0 0 0 
505 0.09 0.167546 0 0 0.179227 -1 0 0 0 0 
506 0.09 0.166725 0 0 0.167546 -1 0 0 0 0 
507 0.09 0.168523 0 0 0.166725 -1 0 0 0 0 
508 0.09 0.16698 0 0 0.168523 -1 0 0 0 0 
509 0.09 0.162185 0 0 0.16698 -1 0 0 0 0 
510 0.09 0.151851 0 0 0.162185 -1 0 0 0 0 
511 0.09 0.138789 0 0 0.151851 -1 0 0 0 0 
512 0.09 0.126041 0 0 0.138789 -1 0 0 0 0 
513 0.09 0.107685 0 0 0.126041 -1 0 0 0 0 
514 0.09 0.0905563 0 0 0.107685 -1 0 0 0 0 
515 0.09 0.0761174 0 0 0.0905563 -1 0 0 0 0 
516 0.09 0.0622826 0 0 0.0761174 -1 0 0 0 0 
517 0.09 0.0472825 0 0 0.0622826 -1 0 0 0 0 
518 0.09 0.0265172 0 0 0.0472825 -1 0 0 0 0 
519 0.09 0.0338572 0 0 0.0265172 -1 0 0 0 0 
520 0.09 0.0677265 0 0 0.0338572 -1 0 0 0 0 
521 0.09 0.108036 0 0 0.0677265 -1 0 0 0 0 
522 0.09 0.14222 0 0 0.108036 -1 0 0 0 0 
523 0.09 0.179498 0 0 0.14222 -1 0 0 0 0 
524 0.09 0.218811 0 0 0.179498 -1 0 0 0 0 
525 0.09 0.258172 0 0 0.218811 -1 0 0 0 0 
526 0.09 0.295998 0 0 0.258172 -0.986003 0 0 0 0 
527 0.09 0.329684 0 0 0.295998 -0.947423 0 0 0 0 
528 0.09 0.365089 0 0 0.329684 -0.787845 0 0 0 0 
529 0.09 0.402169 0 0 0.365089 -0.304321 0 0 0 0 
530 0.09 0.520925 0 0 0.402169 0.369799 0 0 0 0 
531 0.09 0.61674 0 0 0.520925 0.761074 0 0 0 0 
532 0.09 0.693392 0 0 0.61674 0.905152 0 0 0 0 
533 0.09 0.754714 0 0 0.693392 0.949253 0 0 0 0 
534 0.09 0.803771 0 0 0.754714 -1 0 0 0 0 
535 0.09 0.843017 0 0 0.803771 -1 0 0 0 0 
536 0.09 0.874413 0 0 0.843017 -1 0 0 0 0 
537 0.09 0.858883 0 0 0.874413 -1 0 0 0 0 
538 0.09 0.819962 0 0 0.858883 -1 0 0 0 0 
539 0.09 0.786295 0 0 0.819962 -1 0 0 0 0 
540 0.09 0.755273 0 0 0.786295 -1 0 0 0 0 
541 0.09 0.727 0 0 0.755273 -1 0 0 0 0 
542 0.09 0.703348 0 0 0.727 -1 0 0 0 0 
543 0.09 0.685513 0 0 0.703348 -1 0 0 0 0 
544 0.09 0.672372 0 0 0.685513 -1 0 0 0 0 
545 0.09 0.657666 0 0 0.672372 -1 0 0 0 0 
546 0.09 0.604154 0 0 0.657666 -1 0 0 0 0 
547 0.09 0.503145 0 0 0.604154 -1 0 0 0 0 
548 0.09 0.417197 0 0 0.503145 -1 0 0 0 0 
549 0.09 0.343875 0 0 0.417197 -1 0 0 0 0 
550 0.09 0.277009 0 0 0.343875 -1 0 0 0 0 
551 0.09 0.209647 0 0 0.277009 -1 0 0 0 0 
552 0.09 0.147939 0 0 0.209647 -1 0 0 0 0 
553 0.09 0.092433 0 0 0.147939 -1 0 0 0 0 
554 0.09 0.045223 0 0 0.092433 -1 0 0 0 0 
555 0.09 0.00535213 0 0 0.045223 -1 0 0 0 0 
556 0.09 -0.0300715 0 0 0.00535213 -1 0 0 0 0 
557 0.09 -0.0657413 0 0 -0.0300715 -1 0 0 0 0 
558 0.09 -0.118842 0 0 -0.0657413 -1 0 0 0 0 
