0.0144927 0.971015 0.194203 0.194203 0.00429578 0.991408 0.198282 0.198282 -0.00226394 1.00453 0.200906 0.200906 -0.0140004 1.028 0.2056 0.2056 0.00656055 0.986879 0.197376 0.197376 -0.00836393 1.01673 0.203346 0.203346 
-0.00226149 1.00452 0.356267 0.356267 0.00568748 0.988625 0.35635 0.35635 0.00836135 0.983277 0.35738 0.35738 -0.013496 1.02699 0.369879 0.369879 0.0197322 0.960536 0.350008 0.350008 -0.0146049 1.02921 0.368518 0.368518 
-0.00630388 1.01261 0.487535 0.487535 -0.000708422 1.00142 0.485364 0.485364 0.00140325 0.997193 0.485343 0.485343 -0.0134702 1.02694 0.501291 0.501291 0.00341218 0.993176 0.478641 0.478641 -0.0162866 1.03257 0.501329 0.501329 
0.00186448 0.996271 0.589282 0.589282 0.00780136 0.984397 0.58517 0.58517 0.00307216 0.993856 0.587045 0.587045 -0.0156324 1.03126 0.607286 0.607286 0.0130742 0.973852 0.577683 0.577683 -0.0255177 1.05104 0.611271 0.611271 
0.00742537 0.985149 0.668456 0.668456 0.00387622 0.992248 0.666586 0.666586 0.0276768 0.944646 0.658565 0.658565 -0.00530773 1.01062 0.687952 0.687952 0.0229149 0.95417 0.652981 0.652981 -0.0137733 1.02755 0.694526 0.694526 
0.00148627 0.997027 0.73417 0.73417 0.0139101 0.97218 0.727705 0.727705 -0.0120425 1.02408 0.731669 0.731669 -0.0120805 1.02416 0.755194 0.755194 0.0268476 0.946305 0.711646 0.711646 -0.0180622 1.03612 0.762846 0.762846 
0.00707914 0.985842 0.784504 0.784504 0.0259349 0.94813 0.77179 0.77179 0.291931 0.416137 0.668563 0.668563 -0.00926411 1.01853 0.80786 0.80786 0.00855293 0.982894 0.765895 0.765895 -0.0134501 1.0269 0.815656 0.815656 
0.0204642 0.959072 0.819418 0.819418 0.0404229 0.919154 0.801263 0.801263 0.339944 0.320111 0.598873 0.598873 -0.00180668 1.00361 0.847011 0.847011 -0.00381443 1.00763 0.814242 0.814242 -0.00663895 1.01328 0.855181 0.855181 
0.0211916 0.957617 0.847058 0.847058 0.0309014 0.938197 0.82865 0.82865 0.323831 0.352338 0.549566 0.549566 -0.0106727 1.02135 0.881878 0.881878 0.00827595 0.983448 0.848083 0.848083 -0.0180782 1.03616 0.891376 0.891376 
0.00906639 0.981867 0.87402 0.87402 0.0266184 0.946763 0.852272 0.852272 0.182724 0.634552 0.566563 0.566563 0.00332582 0.993348 0.904172 0.904172 0.00710911 0.985782 0.875623 0.875623 -0.0276048 1.05521 0.924143 0.924143 
