501 0.09 0.997333 0 0 0 0 0 0 0 0 
502 0.09 0.991238 0 0 0.997333 -1 0 0 0 0 
503 0.09 0.990762 0 0 0.991238 -1 0 0 0 0 
504 0.09 0.992618 0 0 0.990762 -1 0 0 0 0 
505 0.09 0.999246 0 0 0.992618 -1 0 0 0 0 
506 0.09 1.0089 0 0 0.999246 -1 0 0 0 0 
507 0.09 1.01143 0 0 1.0089 -1 0 0 0 0 
508 0.09 1.01654 0 0 1.01143 -1 0 0 0 0 
509 0.09 1.01444 0 0 1.01654 -1 0 0 0 0 
510 0.09 1.01601 0 0 1.01444 -1 0 0 0 0 
511 0.09 1.01335 0 0 1.01601 -1 0 0 0 0 
512 0.09 1.00541 0 0 1.01335 -1 0 0 0 0 
513 0.09 1.00339 0 0 1.00541 -1 0 0 0 0 
514 0.09 1.00417 0 0 1.00339 -1 0 0 0 0 
515 0.09 1.00845 0 0 1.00417 -1 0 0 0 0 
516 0.09 1.00507 0 0 1.00845 -1 0 0 0 0 
517 0.09 1.00029 0 0 1.00507 -1 0 0 0 0 
518 0.09 1.0014 0 0 1.00029 -1 0 0 0 0 
519 0.09 0.997845 0 0 1.0014 -1 0 0 0 0 
520 0.09 0.99964 0 0 0.997845 -1 0 0 0 0 
521 0.09 1.00043 0 0 0.99964 -1 0 0 0 0 
522 0.09 0.995253 0 0 1.00043 -1 0 0 0 0 
523 0.09 0.997877 0 0 0.995253 -1 0 0 0 0 
524 0.09 1.00454 0 0 0.997877 -1 0 0 0 0 
525 0.09 1.01144 0 0 1.00454 -1 0 0 0 0 
526 0.09 1.01069 0 0 1.01144 -0.986003 0 0 0 0 
527 0.09 1.00944 0 0 1.01069 -0.947423 0 0 0 0 
528 0.09 1.00961 0 0 1.00944 -0.787845 0 0 0 0 
529 0.09 1.01203 0 0 1.00961 -0.304321 0 0 0 0 
