-0.5005 -35.035 -0.0835 -5.01 0.3575 25.025 -0.5005 -35.035 -0.0835 -5.01 0.3575 25.025 
-0.5005 -35.035 -0.0835 -5.01 0.3575 25.025 -0.5005 -35.035 -0.0835 -5.01 0.3575 25.025 
-0.13358 -9.35057 -0.0835 -5.01 0.3575 25.025 -0.5005 -35.035 -0.0835 -5.01 0.3575 25.025 
-0.867576 -60.7303 -0.0835 -5.01 0.3575 25.025 -0.5005 -35.035 -0.0835 -5.01 0.3575 25.025 
-0.783965 -54.8775 -0.0835 -5.01 0.3575 25.025 -0.5005 -35.035 -0.0835 -5.01 0.3575 25.025 
-0.144386 -10.107 -0.0835 -5.01 0.3575 25.025 -0.5005 -35.035 -0.0835 -5.01 0.3575 25.025 
-0.144386 -10.107 -0.0835 -5.01 0.3575 25.025 -0.5005 -35.035 -0.0835 -5.01 0.3575 25.025 
-0.144386 -10.107 -0.0835 -5.01 0.3575 25.025 -0.5005 -35.035 -0.0835 -5.01 0.3575 25.025 
-0.144386 -10.107 -0.0835 -5.01 0.3575 25.025 -0.5005 -35.035 -0.0835 -5.01 0.3575 25.025 
-0.144386 -10.107 -0.0835 -5.01 0.3575 25.025 -0.5005 -35.035 -0.0835 -5.01 0.3575 25.025 
-0.144386 -10.107 -0.0835 -5.01 0.3575 25.025 -0.5005 -35.035 -0.0835 -5.01 0.3575 25.025 
-0.144386 -10.107 -0.0835 -5.01 0.3575 25.025 -0.5005 -35.035 -0.0835 -5.01 0.3575 25.025 
-0.144386 -10.107 -0.0835 -5.01 0.3575 25.025 -0.5005 -35.035 -0.0835 -5.01 0.3575 25.025 
-0.144386 -10.107 -0.0835 -5.01 0.3575 25.025 -0.5005 -35.035 -0.0835 -5.01 0.3575 25.025 
-0.144386 -10.107 -0.0835 -5.01 0.3575 25.025 -0.5005 -35.035 -0.0835 -5.01 0.3575 25.025 
-0.144386 -10.107 -0.0835 -5.01 0.3575 25.025 -0.5005 -35.035 -0.0835 -5.01 0.3575 25.025 
-0.144386 -10.107 -0.0835 -5.01 0.3575 25.025 -0.5005 -35.035 -0.0835 -5.01 0.3575 25.025 
-0.144386 -10.107 -0.0835 -5.01 0.3575 25.025 -0.5005 -35.035 -0.0835 -5.01 0.3575 25.025 
-0.144386 -10.107 0.345002 20.7001 0.3575 25.025 -0.5005 -35.035 -0.0835 -5.01 0.3575 25.025 
-0.144386 -10.107 -0.512183 -30.731 0.3575 25.025 -0.5005 -35.035 -0.0835 -5.01 0.3575 25.025 
-0.144386 -10.107 -0.414539 -24.8723 0.3575 25.025 -0.5005 -35.035 -0.0835 -5.01 0.3575 25.025 
-0.144386 -10.107 0.332381 19.9429 0.3575 25.025 -0.5005 -35.035 -0.0835 -5.01 0.3575 25.025 
-0.144386 -10.107 0.332381 19.9429 0.3575 25.025 -0.5005 -35.035 -0.0835 -5.01 0.3575 25.025 
-0.144386 -10.107 0.332381 19.9429 0.3575 25.025 -0.5005 -35.035 -0.0835 -5.01 0.3575 25.025 
-0.144386 -10.107 0.332381 19.9429 0.3575 25.025 -0.5005 -35.035 -0.0835 -5.01 0.3575 25.025 
