0.09 0.165465 0.112521 -1 -1 0.197376 0.2056 -1 1 
0.09 0.256194 0.112378 -1 -1 0.350008 0.369879 -1 1 
0.09 0.37051 0.0879289 -1 -1 0.478641 0.501291 -1 1 
0.09 0.494844 0.0230587 -1 -1 0.577683 0.607286 -1 1 
0.09 0.603737 -0.10098 -1 -1 0.652981 0.687952 -1 1 
0.09 0.673962 -0.295317 -1 -1 0.711646 0.755194 -1 1 
0.09 0.698216 -0.533778 -1 -1 0.765895 0.80786 -1 1 
0.09 0.682288 -0.73329 -1 -1 0.814242 0.847011 -1 1 
0.09 0.639434 -0.836927 -1 -1 0.848083 0.881878 -1 1 
0.09 0.584478 -0.872712 -1 -1 0.875623 0.904172 -1 1 
0.09 0.524579 -0.880863 -1 -1 0.901424 0.918452 -1 1 
0.09 0.459421 -0.879792 -1 -1 0.927262 0.927199 -1 1 
0.09 0.38477 -0.875404 -1 -1 0.95163 0.933856 -1 1 
0.09 0.293433 -0.869116 -1 -1 0.967519 0.939317 -1 1 
0.09 0.174346 -0.860687 -1 -1 0.977372 0.943454 -1 1 
0.09 0.0116978 -0.848853 -1 -1 0.986763 0.948785 -1 1 
0.09 -0.209658 -0.83106 -1 -1 0.998253 0.948098 -1 1 
0.09 -0.476083 -0.802955 -1 -1 1.00214 0.949523 -1 1 
0.09 -0.708076 -0.759738 -1 -1 1.00875 0.951477 -1 1 
0.09 -0.832564 -0.702618 -1 -1 1.01326 0.950716 -1 1 
0.09 -0.875298 -0.640413 -1 -1 1.01049 0.956887 -1 1 
0.09 -0.88499 -0.578528 -1 -1 1.00658 0.967586 -1 1 
0.09 -0.884307 -0.516087 -1 -1 1.0012 0.978521 -1 1 
0.09 -0.880362 -0.449249 -1 -1 0.998748 0.985898 -1 1 
0.09 -0.874948 -0.372439 -1 -1 0.995703 0.986357 -1 1 
0.09 -0.868142 -0.277691 -1 -1 0.988295 0.9846 -1 1 
0.09 -0.859225 -0.153154 -1 -1 0.981196 0.985036 -1 1 
0.09 -0.846668 0.017573 -1 -1 0.972824 0.986741 -1 1 
0.09 -0.827638 0.247927 -1 -1 0.964778 0.989992 -1 1 
0.09 -0.797517 0.51577 -1 -1 0.963636 0.99793 -1 1 
0.09 -0.75188 0.734029 -1 -1 0.969761 1.00727 -1 1 
0.09 -0.693384 0.842767 -1 -1 0.97392 1.01499 -1 1 
0.09 -0.631069 0.878027 -1 1 0.981463 1.01515 -1 1 
0.09 -0.569261 0.885271 -1 1 0.99237 1.01674 -1 1 
0.09 -0.506449 0.883847 -1 1 0.997528 1.02042 -1 1 
0.09 -0.438515 0.879629 -1 1 0.998493 1.01759 -1 1 
0.09 -0.359595 0.874025 -1 1 1.00518 1.01355 -1 1 
0.09 -0.261247 0.866964 -1 1 1.0112 1.01148 -1 1 
0.09 -0.13091 0.857623 -1 1 1.01421 1.01262 -1 1 
0.09 0.0482468 0.844316 -1 0.9375 1.01429 1.01214 -1 1 
0.09 0.287199 0.823956 -1 0.875 1.01464 1.00654 -1 1 
0.09 0.554286 0.791709 -1 0.8125 1.01322 1.00514 -1 1 
0.09 0.757261 0.743712 -1 0.75 1.01258 1.00053 -1 1 
0.09 0.851331 0.684077 1 0.6875 1.01406 1.00032 -1 1 
0.09 0.880179 0.621747 1 0.625 1.01924 1.00424 -1 1 
0.09 0.885378 0.559976 1 0.5625 1.01696 1.01071 -1 1 
0.09 0.88333 0.496698 1 0.5 1.01873 1.01043 -1 1 
0.09 0.878868 0.427537 1 0.4375 1.02151 1.00848 -1 1 
0.09 0.87307 0.346321 1 0.375 1.02279 1.00899 -1 1 
0.09 0.865737 0.244092 1 0.3125 1.02491 1.00676 -1 1 
0.09 0.855934 0.107562 1 0.25 1.02589 1.00191 -1 1 
0.09 0.841809 -0.0803418 0.953488 0.1875 1.02865 0.998822 -1 1 
0.09 0.820007 -0.327269 0.906977 0.125 1.02559 0.997109 -1 1 
0.09 0.785529 -0.591246 0.860465 0.0625 1.02787 0.989961 -1 1 
0.09 0.73527 -0.777824 0.813953 0 1.0245 0.98924 -1 1 
0.09 0.674725 -0.858464 0.767442 -0.0625 1.0193 0.990591 -1 1 
0.09 0.612448 -0.881849 0.72093 -0.125 1.01622 0.995204 -1 1 
0.09 0.55066 -0.885341 0.674419 -0.1875 1.01246 0.996145 -1 1 
0.09 0.486818 -0.882764 0.627907 -0.25 1.0106 1.00036 -1 1 
0.09 0.416292 -0.878078 0.581395 -0.3125 1.00833 1.00075 -1 1 
0.09 0.332582 -0.872082 0.534884 -0.375 1.00743 0.99782 -1 1 
0.09 0.226173 -0.864455 0.488372 -0.4375 1.0044 0.989492 -1 1 
0.09 0.0830475 -0.854151 0.44186 -0.5 1.00584 0.990022 -1 1 
0.09 -0.113858 -0.839132 0.395349 -0.5625 1.00363 0.99674 -1 1 
0.09 -0.367879 -0.815771 0.348837 -0.625 1.00141 0.99833 -1 1 
0.09 -0.62629 -0.778973 0.302326 -0.6875 0.997259 1.00246 -1 1 
0.09 -0.795828 -0.726589 0.255814 -0.75 0.988463 1.01087 -1 1 
0.09 -0.864361 -0.665349 0.209302 -0.8125 0.976141 1.01216 -1 1 
0.09 -0.883116 -0.603168 0.162791 -0.875 0.969437 1.00678 -1 1 
0.09 -0.885182 -0.541301 0.116279 -0.9375 0.965449 0.998638 -1 1 
0.09 -0.882156 -0.47679 0.0697674 -1 0.957353 0.995669 -1 1 
0.09 -0.87726 -0.404756 0.0232558 -1 0.953055 0.994147 -1 1 
0.09 -0.871058 -0.318339 -0.0232558 -1 0.956457 0.992693 -1 1 
0.09 -0.863115 -0.207435 -0.0697674 -1 0.964407 0.994206 -1 1 
0.09 -0.852264 -0.0573051 -0.116279 -1 0.968063 0.995269 -1 1 
0.09 -0.836272 0.148772 -0.162791 -1 0.969685 0.993593 -1 1 
0.09 -0.811229 0.40872 -0.209302 -1 0.969335 0.993848 -1 1 
0.09 -0.772043 0.659111 -0.255814 -1 0.971575 0.998681 -1 1 
0.09 -0.717707 0.811432 -0.302326 -1 0.979251 1.0002 -1 1 
0.09 -0.655968 0.869197 -0.348837 -0.714286 0.987579 1.00753 -1 1 
0.09 -0.593901 0.884045 -0.395349 -0.428571 0.997388 1.0107 -1 1 
0.09 -0.531885 0.884922 -0.44186 -0.142857 1.00757 1.01087 -1 1 
0.09 -0.466596 0.88151 -0.488372 0.142857 1.01158 1.01234 -1 1 
0.09 -0.392901 0.876415 -0.534884 0.428571 1.00971 1.0141 -1 1 
0.09 -0.303554 0.869996 -0.581395 0.714286 1.01386 1.00898 -1 1 
0.09 -0.18782 0.861711 -0.627907 1 1.01469 1.00673 -1 1 
0.09 -0.030277 0.850265 -0.674419 1 1.02103 0.999585 -1 1 
0.09 0.185028 0.83321 -0.72093 0.95 1.02809 0.992375 -1 1 
0.09 0.449446 0.806361 -0.767442 0.9 1.03869 0.990802 -1 1 
0.09 0.689468 0.764749 -0.813953 0.85 1.0469 0.983653 -1 1 
0.09 0.824828 0.708663 -0.860465 0.8 1.04562 0.977032 -1 1 
0.09 0.873129 0.646594 -0.75 0.75 1.04458 0.974834 -1 1 
0.09 0.884693 0.584642 -0.5 0.7 1.04345 0.970362 -1 1 
0.09 0.884576 0.522398 -0.25 0.65 1.03866 0.963815 -1 1 
0.09 0.880829 0.456216 0 0.6 1.02841 0.961637 -1 1 
0.09 0.875541 0.3807 0.25 0.55 1.02428 0.960775 -1 1 
0.09 0.868894 0.288183 0.5 0.5 1.01726 0.96625 -1 1 
0.09 0.860238 0.167269 0.75 0.45 1.01055 0.975228 -1 1 
0.09 0.848142 0.00191165 0.95 0.4 1.00062 0.981155 -1 1 
0.09 0.829931 -0.222535 0.9 0.35 0.99477 0.981565 -1 1 
0.09 0.801152 -0.489674 0.85 0.3 0.988918 0.983151 -1 1 
0.09 0.757106 -0.717199 0.8 0.25 0.990905 0.989252 -1 1 
0.09 0.699492 -0.836228 0.75 0.2 0.997074 0.988653 -1 1 
0.09 0.637237 -0.876296 0.7 0.15 1.00191 0.983297 -1 1 
0.09 0.575382 -0.885107 0.65 0.1 1.00636 0.977262 -1 1 
0.09 0.512825 -0.884158 0.6 0.05 1.00428 0.977289 -1 1 
0.09 0.445629 -0.880116 0.55 0 1.00705 0.974514 -1 1 
0.09 0.368122 -0.874638 0.5 -0.05 1.01404 0.977485 -1 1 
0.09 0.272182 -0.867747 0.45 -0.1 1.01686 0.975418 -1 1 
0.09 0.145718 -0.85869 0.4 -0.15 1.02082 0.973872 -1 1 
0.09 -0.0278335 -0.845886 0.35 -0.2 1.02057 0.977076 -1 1 
0.09 -0.261163 -0.826416 0.3 -0.25 1.01455 0.978276 -1 1 
0.09 -0.529004 -0.795586 0.25 -0.3 1.00923 0.977415 -1 1 
0.09 -0.742224 -0.749139 0.2 -0.35 0.992533 0.981872 -1 1 
0.09 -0.845849 -0.690229 0.15 -0.4 0.981778 0.985583 -1 1 
0.09 -0.878818 -0.6279 0.1 -0.45 0.968138 0.99087 -1 1 
0.09 -0.885325 -0.56611 0.05 -0.5 0.957132 0.992426 -1 1 
0.09 -0.883677 -0.503151 0 -0.55 0.945908 0.988247 -1 1 
0.09 -0.879374 -0.434814 -0.05 -0.6 0.938574 0.986489 -1 1 
0.09 -0.873704 -0.355136 -0.1 -0.65 0.92799 0.979615 -1 1 
0.09 -0.866553 -0.255502 -0.15 -0.7 0.918407 0.978905 -1 1 
0.09 -0.857059 -0.123106 -0.2 -0.75 0.917339 0.978438 -1 1 
0.09 -0.843482 0.0589888 -0.25 -0.8 0.918484 0.976679 -1 1 
0.09 -0.822646 0.300732 -0.3 -0.85 0.915042 0.976771 -1 1 
0.09 -0.789652 0.567034 -0.35 -0.9 0.917818 0.974868 -1 1 
0.09 -0.740874 0.76454 -0.4 -0.95 0.915649 0.970115 -1 1 
0.09 -0.680904 0.853904 -0.45 -0.75 0.910411 0.963946 -1 1 
0.09 -0.618586 0.880797 -0.5 -0.5 0.910855 0.959142 -1 1 
0.09 -0.556815 0.88538 -0.55 -0.25 0.913251 0.957332 -1 1 
0.09 -0.493358 0.883143 -0.6 0 0.913165 0.950718 -1 1 
0.09 -0.423749 0.878603 -0.65 0.25 0.913381 0.942529 -1 1 
0.09 -0.341708 0.872738 -0.7 0.5 0.91967 0.941962 -1 1 
0.09 -0.238094 0.865308 -0.75 0.75 0.929598 0.938954 -1 1 
0.09 -0.0993691 0.855339 -0.8 1 0.936281 0.93294 -1 1 
0.09 0.0915677 0.840919 -0.85 0.948718 0.940364 0.936124 -1 1 
0.09 0.341017 0.818602 -0.9 0.897436 0.939845 0.937936 -1 1 
0.09 0.603381 0.783344 -0.95 0.846154 0.93865 0.937839 -1 1 
0.09 0.784219 0.732346 -1 0.794872 0.941173 0.940648 -1 1 
0.09 0.860597 0.671542 -0.714286 0.74359 0.942306 0.944688 -1 1 
0.09 0.882321 0.609294 -0.428571 0.692308 0.941585 0.954197 -1 1 
0.09 0.8853 0.547486 -0.142857 0.641026 0.939714 0.966654 -1 1 
0.09 0.882562 0.483429 0.142857 0.589744 0.945377 0.974625 -1 1 
0.09 0.877803 0.412408 0.428571 0.538462 0.946454 0.983768 -1 1 
0.09 0.871738 0.327802 0.714286 0.487179 0.941978 0.993325 -1 1 
0.09 0.864007 0.219903 1 0.435897 0.93583 0.995386 -1 1 
0.09 0.853522 0.0744442 1 0.384615 0.930163 0.997975 -1 1 
0.09 0.838182 -0.125563 0.95 0.333333 0.926504 0.996207 -1 1 
0.09 0.814264 -0.381742 0.9 0.282051 0.91917 1.00023 -1 1 
0.09 0.77666 -0.637701 0.85 0.230769 0.912814 1.00849 -1 1 
0.09 0.723593 -0.801388 0.8 0.179487 0.90803 1.00805 -1 1 
0.09 0.662163 -0.866114 0.75 0.128205 0.911644 1.0136 -1 1 
0.09 0.600019 -0.883466 0.7 0.0769231 0.91007 1.01281 -1 1 
0.09 0.538109 -0.885105 0.65 0.025641 0.914054 1.01248 -1 1 
0.09 0.473347 -0.881941 0.6 -0.025641 0.922987 1.00722 -1 1 
0.09 0.400766 -0.876976 0.55 -0.0769231 0.931379 0.99832 -1 1 
0.09 0.31338 -0.870702 0.5 -0.128205 0.933932 0.992563 -1 1 
0.09 0.200874 -0.862646 0.45 -0.179487 0.934588 0.987987 -1 1 
0.09 0.0482713 -0.851598 0.4 -0.230769 0.938032 0.980185 -1 1 
0.09 -0.16094 -0.835255 0.35 -0.282051 0.938614 0.974752 -1 1 
0.09 -0.422585 -0.809613 0.3 -0.333333 0.943192 0.976839 -1 1 
0.09 -0.669709 -0.769606 0.25 -0.384615 0.946188 0.984509 -1 1 
0.09 -0.81622 -0.714651 0.2 -0.435897 0.950444 0.991157 -1 1 
0.09 -0.870627 -0.652783 0.15 -0.487179 0.954115 1.00056 -1 1 
0.09 -0.884294 -0.590756 0.1 -0.538462 0.957946 1.00384 -1 1 
0.09 -0.884814 -0.528671 0.05 -0.589744 0.957264 1.00222 -1 1 
0.09 -0.881282 -0.463092 0 -0.641026 0.952872 0.997856 -1 1 
0.09 -0.876121 -0.388797 -0.05 -0.692308 0.952156 0.994952 -1 1 
0.09 -0.869626 -0.298401 -0.1 -0.74359 0.954104 0.996831 -1 1 
0.09 -0.861219 -0.180948 -0.15 -0.794872 0.960513 0.998316 -1 1 
0.09 -0.849558 -0.0207944 -0.2 -0.846154 0.972068 1.00489 -1 1 
0.09 -0.832122 0.197633 -0.25 -0.897436 0.985751 1.00439 -1 1 
0.09 -0.804631 0.463186 -0.3 -0.948718 0.995325 0.998266 -1 1 
0.09 -0.762191 0.699188 -0.35 -1 0.996545 0.992755 -1 1 
0.09 -0.70556 0.828914 -0.4 -1 0.99824 0.987662 -1 1 
0.09 -0.643414 0.874285 -0.45 -0.75 1.00457 0.98958 -1 1 
0.09 -0.581497 0.884858 -0.5 -0.5 1.01058 0.996368 -1 1 
0.09 -0.519157 0.884442 -0.55 -0.25 1.01829 0.99879 -1 1 
0.09 -0.452644 0.88059 -0.6 0 1.01756 0.999714 -1 1 
0.09 -0.376471 0.875238 -0.65 0.25 1.0211 1.00427 -1 1 
0.09 -0.282821 0.868509 -0.7 0.5 1.02538 1.00912 -1 1 
0.09 -0.160064 0.859721 -0.75 0.75 1.03082 1.01475 -1 1 
0.09 0.0080354 0.847391 -0.8 0.95 1.03935 1.01389 -1 1 
0.09 0.235538 0.828765 -0.85 0.9 1.04229 1.01533 -1 1 
0.09 0.503154 0.799302 -0.9 0.85 1.03727 1.01829 -1 1 
0.09 0.726005 0.754435 -0.95 0.8 1.03386 1.016 -1 1 
0.09 0.839685 0.696354 -1 0.75 1.03599 1.01595 -1 1 
0.09 0.87722 0.634063 -0.75 0.7 1.04205 1.01455 -1 1 
0.09 0.885201 0.572234 -0.5 0.65 1.04646 1.01458 -1 1 
0.09 0.884001 0.509551 -0.25 0.6 1.04889 1.01187 -1 1 
0.09 0.879867 0.441982 0 0.55 1.04869 1.01525 -1 1 
0.09 0.874324 0.363759 0.25 0.5 1.05185 1.02013 -1 1 
0.09 0.867347 0.266595 0.5 0.45 1.05751 1.01704 -1 1 
0.09 0.858146 0.13816 0.75 0.4 1.05871 1.01367 -1 1 
0.09 0.845086 -0.0382569 0.95 0.35 1.06126 1.0066 -1 1 
0.09 0.825165 -0.274508 0.9 0.3 1.06316 1.00471 -1 1 
0.09 0.793612 -0.542087 0.85 0.25 1.06001 1.00747 -1 1 
0.09 0.746363 -0.750106 0.8 0.2 1.05205 1.003 -1 1 
0.09 0.687067 -0.84875 0.75 0.15 1.0416 0.996806 -1 1 
0.09 0.624734 -0.879546 0.7 0.1 1.03391 0.996159 -1 1 
0.09 0.562956 -0.885361 0.65 0.05 1.03377 0.990837 -1 1 
0.09 0.499838 -0.883501 0.6 0 1.02973 0.985176 -1 1 
0.09 0.431085 -0.879115 0.55 -0.05 1.02365 0.987156 -1 1 
0.09 0.350626 -0.87338 0.5 -0.1 1.02452 0.988769 -1 1 
0.09 0.249673 -0.866136 0.45 -0.15 1.02915 0.994403 -1 1 
0.09 0.115173 -0.856486 0.4 -0.2 1.03479 0.995001 -1 1 
0.09 -0.0698951 -0.84263 0.35 -0.25 1.03967 0.991777 -1 1 
0.09 -0.314348 -0.821304 0.3 -0.3 1.04483 0.990175 -1 1 
0.09 -0.579587 -0.787552 0.25 -0.35 1.05162 0.993999 -1 1 
0.09 -0.771515 -0.738005 0.2 -0.4 1.06169 0.993736 -1 1 
0.09 -0.85632 -0.677727 0.15 -0.45 1.06477 0.9999 -1 1 
0.09 -0.881361 -0.615427 0.1 -0.5 1.06502 1.00231 -1 1 
0.09 -0.885367 -0.553651 0.05 -0.55 1.06116 1.00827 -1 1 
0.09 -0.882951 -0.490001 0 -0.6 1.05719 1.0083 -1 1 
0.09 -0.878334 -0.419929 -0.05 -0.65 1.04945 1.00503 -1 1 
0.09 -0.872403 -0.33704 -0.1 -0.7 1.04052 0.999441 -1 1 
0.09 -0.864872 -0.232005 -0.15 -0.75 1.03401 0.99777 -1 1 
0.09 -0.854733 -0.0910391 -0.2 -0.8 1.02494 0.999629 -1 1 
0.09 -0.84001 0.102957 -0.25 -0.85 1.01327 1.00211 -1 1 
0.09 -0.817162 0.354816 -0.3 -0.9 1.01071 1.00221 -1 1 
0.09 -0.781116 0.615281 -0.35 -0.95 1.0037 1.00508 -1 1 
0.09 -0.729396 0.790324 -0.4 -1 1.00307 1.00448 -1 1 
0.09 -0.668357 0.862594 -0.45 -0.714286 1.00842 1.00567 -1 1 
0.09 -0.606142 0.882749 -0.5 -0.428571 1.01842 1.00104 -1 1 
0.09 -0.544307 0.885245 -0.55 -0.142857 1.02788 1.00374 -1 1 
0.09 -0.480023 0.882356 -0.6 0.142857 1.03136 1.0113 -1 1 
0.09 -0.408489 0.877526 -0.65 0.428571 1.0363 1.01721 -1 1 
0.09 -0.322964 0.87139 -0.7 0.714286 1.0363 1.0172 -1 1 
0.09 -0.213536 0.863552 -0.75 1 1.04119 1.01359 -1 1 
0.09 -0.0656969 0.852881 -0.8 1 1.04497 1.00575 -1 1 
0.09 0.137427 0.83721 -0.85 0.95 1.04177 0.994405 -1 1 
0.09 0.395619 0.81272 -0.9 0.9 1.03851 0.991003 -1 1 
0.09 0.648845 0.774305 -0.95 0.85 1.02977 0.99483 -1 1 
0.09 0.806679 0.720575 -1 0.8 1.01717 0.993752 -1 1 
0.09 0.867752 0.658976 -0.714286 0.75 1.0086 0.991393 -1 1 
0.09 0.88378 0.596872 -0.428571 0.7 1.00589 0.992096 -1 1 
0.09 0.885016 0.534911 -0.142857 0.65 1.00716 0.998363 -1 1 
0.09 0.881721 0.469884 0.142857 0.6 1.00655 0.998606 -1 1 
0.09 0.876689 0.396739 0.428571 0.55 1.01116 1.00323 -1 1 
0.09 0.870341 0.308357 0.714286 0.5 1.01332 1.00894 -1 1 
0.09 0.862169 0.194209 1 0.45 1.01745 1.01257 -1 1 
0.09 0.850919 0.039087 1 0.4 1.01376 1.01378 -1 1 
0.09 0.834215 -0.173261 0.95 0.35 1.01345 1.01583 -1 0.933712 
0.09 0.807958 -0.436422 0.9 0.3 1.0069 1.01948 -1 0.901292 
0.09 0.767127 -0.680014 0.85 0.25 1.00475 1.0201 -1 0.933505 
0.09 0.711578 -0.820761 0.8 0.2 1.00711 1.02469 -1 0.966978 
0.09 0.649599 -0.871958 0.75 0.15 1.01301 1.03292 -1 0.925381 
0.09 0.587611 -0.884513 0.7 0.1 1.02139 1.04207 -1 0.856245 
0.09 0.525449 -0.884696 0.65 0.05 1.02443 1.04688 -1 0.795615 
0.09 0.459566 -0.881051 0.6 0 1.02156 1.04422 -1 0.684605 
0.09 0.384652 -0.875825 0.55 -0.05 1.01812 1.04355 -1 0.617479 
0.09 0.293178 -0.869252 0.5 -0.1 1.01924 1.04777 -1 0.530033 
0.09 0.173964 -0.860719 0.45 -0.15 1.02077 1.04537 -1 0.574273 
0.09 0.0111556 -0.848837 0.4 -0.2 1.02468 1.04325 -1 0.523031 
0.09 -0.210379 -0.831008 0.35 -0.25 1.02409 1.03545 -1 0.545326 
0.09 -0.476853 -0.80286 0.3 -0.3 1.01758 1.02843 -1 0.489226 
0.09 -0.7086 -0.759594 0.25 -0.35 1.01085 1.02928 -1 0.497931 
