#Index	accX	accY	accZ	gyrX	gyrY	gyrZ
254	0	-0.349063	0	0	0	0
255	0	0	0	0	0	0
256	0	-0.286563	0	0	0	0
257	0	-0.329532	0	0	0	0
258	0	-0.376407	0	0	0	0
259	0	-0.345157	0	0	0	0
260	0	-0.294376	0	0	0	0
261	0	-0.274845	0	0	0	0
262	0	0	0	0	0	0
263	0	0	0	0	0	0
264	0	0	0	0	0	0
265	0	0	0	0	0	0
266	0	0	0	0	0	0
267	0	0	0	0	0	0
268	0	0	0	0	0	0
269	0	0	0	0	0	0
270	0	0	0	0	0	0
271	0	0	0	0	0	0
272	0	0	0	0	0	0
273	0	0	0	0	0	0
274	0	0	0	0	0	0
275	0	0	0	0	0	0
276	0	0	0	0	0	0
277	0	0	0	0	0	0
278	0	0	0	0	0	0
279	0	0	0	0	0	0
280	0	0	0	0	0	0
281	0	0	0	0	0	0
282	0	0	0	0	0	0
283	0	0	0	0	0	0
284	0	0	0	0	0	0
285	0	0	0	0	0	0
286	0	0	0	0	0	0
287	0	0	0	0	0	0
288	0	0	0	0	0	0
289	0	0	0	0	0	0
290	0	0	0	0	0	0
291	0	0	0	0	0	0
292	0	0	0	0	0	0
293	0	0	0	0	0	0
294	0	0	-1.12104	0	0	0
295	0	0	-1.17914	0	0	0
296	0	0	-1.19086	0	0	0
297	0	0	-1.23383	0	0	0
298	0	0	-1.22211	0	0	0
299	0	0	-1.22993	0	0	0
300	0	0	-1.20258	0	0	0
301	0	0	-1.16352	0	0	0
302	0	0	-1.14057	0	0	0
303	0	0	-1.10151	0	0	0
304	0	0	-1.08198	0	0	0
305	-0.938372	0	0	0	0	0
306	-0.965716	0	0	0	0	0
307	-0.980853	0	0	0	0	0
308	-0.996478	0	0	0	0	0
309	-0.996478	0	0	0	0	0
310	-1.0082	0	0	0	0	0
311	-1.00429	0	-1.07416	0	0	0
312	-1.0121	0	-1.12495	0	0	0
313	-1.02382	0	-1.19086	0	0	0
314	-1.03554	0	-1.24897	0	0	0
315	-1.04726	0	-1.29194	0	0	0
316	-1.05507	0	-1.36957	0	0	0
317	-1.0663	0	-1.40082	0	0	0
318	-1.07411	0	-1.43549	0	0	0
319	-1.07411	0	-1.4433	0	0	0
320	-1.09365	0	-1.42426	0	0	0
321	-1.11318	0	-1.42817	0	0	0
322	-1.10927	0	-1.43549	0	0	0
323	-1.12099	0	-1.4394	0	0	0
324	-1.1249	0	-1.4394	0	0	0
325	-1.14443	0	-1.43549	0	0	0
326	-1.15175	0	-1.42036	0	0	0
327	-1.14784	0	-1.38911	0	0	0
328	-1.1249	0	-1.33442	0	0	0
329	-1.09365	0	-1.28412	0	0	0
330	-1.05116	0	-1.23774	0	0	0
331	-1.00038	0	-1.20649	0	0	0
332	-0.969622	0	-1.20649	0	0	0
333	0	0	-1.19868	0	0	0
334	0	0	-1.2143	0	0	0
335	0	0	-1.19477	0	0	0
336	0	0	-1.2143	0	0	0
337	0	0	-1.22602	0	0	0
338	0	0	-1.20258	0	0	0
339	0	0	-1.16743	0	0	0
340	0	0	-1.13276	0	0	0
341	0	0	-1.10541	0	0	0
342	0	0	-1.07807	0	0	0
343	0	0	0	0	0	0
344	-0.946185	0	0	0	0	0
345	-0.980853	0	0	0	0	0
346	-1.00429	0	0	0	0	0
347	-1.02382	0	0	0	0	0
348	-1.02382	0	0	0	0	0
349	-1.00429	0	0	0	0	0
350	-0.977435	0	0	0	0	0
351	-0.953997	0	0	0	0	0
352	0	0	0	0	0	0
353	0	0	0	0	0	0
354	0	0	0	0	0	0
355	0	0	0	0	-628.235	0
356	0	0	0	0	-647.548	0
357	0	0	0	0	-665.048	0
358	0	0	0	0	-684.548	0
359	0	0	0	0	-698.673	0
360	0	0	0	0	-712.61	0
361	0	0	0	0	-734.86	0
362	0	0	0	0	-747.548	0
363	0	0	0	0	-757.423	0
364	0	0	0	0	-762.423	0
365	0	0	0	0	-762.548	0
366	0	0	0	0	-758.673	0
367	0	0	0	0	-750.86	0
368	0	0	0	0	-731.485	0
369	0	0	0	0	-706.673	0
370	0	0	0	0	-676.61	0
371	-1.00038	-0.329532	0	0	-641.86	0
372	-0.992571	-0.345157	0	0	0	0
373	-0.988665	-0.317813	0	0	0	0
374	-0.977435	-0.274845	0	0	0	0
375	-0.946185	0	0	0	0	0
376	0	0	0	0	0	0
377	0	0	0	0	0	0
378	0	0	0	0	0	0
379	0	0	0	0	0	0
380	0	0	0	0	0	0
381	0	0	0	0	0	0
382	0	0	0	0	0	0
383	0	0	0	0	0	0
384	0	0	0	0	0	0
385	0	0	0	0	0	0
386	0	0	0	0	0	0
387	0	0	0	0	0	-203.884
388	0	0	0	0	0	-215.134
389	0	0	0	0	0	-217.509
390	0	0	0	0	0	-226.321
391	0	0	0	0	0	-234.134
392	0	0	0	0	0	-240.384
393	0	0	0	0	0	-244.384
394	0	0	0	0	0	-247.446
395	0	0	0	0	0	-249.571
396	0	0	0	0	0	-248.696
397	0	0	0	0	0	-246.259
398	0	0	0	0	0	-245.196
399	0	0	0	0	0	-240.009
400	0	0	0	0	0	-236.821
401	0	0	0	0	0	-234.321
402	0	0	0	0	0	-231.509
403	0	0	0	0	0	-230.321
404	0	0	0	0	0	-230.946
405	0	0	0	0	0	-229.259
406	0	0	0	0	0	-225.509
407	0	0	0	0	0	-210.884
408	0	0	0	0	0	-201.259
409	0	0	0	0	0	0
410	0	0	0	0	0	0
411	0	0	0	0	0	0
412	0	0	0	0	0	0
413	0	0	0	0	0	0
414	0	0	0	0	0	0
415	0	0	0	0	0	0
416	0	0	0	0	0	0
417	0	0	0	0	0	0
418	0	0	0	0	0	0
419	0	0	0	0	0	0
420	0	0	0	0	0	0
421	0	0	0	0	0	0
422	0	0	0	0	0	0
423	0	0	0	0	0	0
424	0	0	0	0	0	0
425	0	0	0	0	0	0
426	0	0	0	0	0	0
427	0	0	0	0	0	0
428	0	0	0	0	0	0
429	0	0	0	0	0	0
430	0	0	0	0	0	0
431	0	0	0	0	0	0
432	0	0	0	0	0	0
433	0	0	0	0	0	0
434	0	0	0	0	0	0
435	0	0	0	0	0	0
436	0	0	0	0	0	0
437	0	0	0	0	0	0
438	0	0	0	0	0	0
439	0	0	0	0	0	0
440	0	0	0	0	0	0
441	0	0	0	0	0	0
442	0	0	0	0	0	0
443	0	0	0	0	0	0
444	0	0	0	0	0	0
445	0	0	0	0	0	0
446	0	0	0	0	0	0
447	0	0	0	0	0	0
448	0	0	0	0	0	0
449	0	0	0	0	0	0
450	0	0	0	0	0	0
451	0	0	0	0	0	0
452	0	0	0	0	0	0
453	0	0	0	0	0	0
454	0	0	0	0	0	0
455	0	0	0	0	0	0
456	0	0	0	0	0	0
457	0	0	0	0	0	0
458	0.937116	0	0	0	0	0
459	0.971784	0	0	0	0	0
460	1.09239	0	0	0	0	0
461	1.01866	0.287655	0	0	0	0
462	0.94444	0	0	0	0	0
463	0	0	0	0	0	0
464	0.937116	0	0	0	0	0
465	0.97569	0	0	0	0	0
466	1.00303	0.489804	0	0	0	0
467	1.01475	0.279843	0	0	0	0
468	1.00303	0	0	0	0	0
469	1.00694	0	0	0	0	0
470	1.0338	0	0	0	0	0
471	1.08458	0	0	0	0	0
472	1.1002	0	0	0	0	0
473	1.09239	0	0	0	0	0
474	1.04551	0	0	0	0	0
475	1.00303	0	0	0	0	0
476	0.960065	0	0	0	0	0
477	0	0	0	0	0	0
478	0	0	0	0	0	0
479	0	0	0	0	0	0
480	0	0	0	0	0	0
481	0	0.275937	0	0	0	0
482	0	0.291562	0	0	0	0
483	0	0.311093	0	0	0	0
484	0	0.307187	0	0	0	0
485	0	0.291562	0	0	0	0
486	0	0.287655	0	0	0	0
487	0	0.291562	0	0	0	0
488	0	0.330624	0	0	0	0
489	0	0.354062	0	0	0	0
490	0.94444	0.39996	0	0	0	0
491	0.948347	0.427304	0	0	0	0
492	0.952253	0.458554	0	0	0	0
493	0.960065	0.458554	-1.08588	0	0	0
494	0.97569	0.450741	-1.08198	0	0	0
495	0.983503	0.46246	0	0	0	0
496	0.960065	0.481991	-1.07416	0	0	0
497	0	0.474179	-1.08588	0	0	0
498	0	0.532772	0	0	0	0
499	0	0.544491	0	0	0	0
500	0	0.548397	0	0	0	0
501	0	0.560116	0	0	0	0
502	0	0.571835	0	0	0	0
503	0	0.575741	0	0	0	0
504	0	0.544491	0	0	0	0
505	0	0.458554	0	0	0	0
506	0	0.403866	0	0	0	0
507	0	0.435116	0	0	0	0
508	0	0.380429	0	0	0	0
509	0	0.372616	0	0	0	0
510	0	0.326718	0	0	0	0
511	1.00303	0	0	0	0	0
512	1.06895	0	0	0	0	0
513	1.11925	0	0	0	0	0
514	1.13878	0	0	0	0	0
515	1.13878	0	0	0	0	0
516	1.10753	0.287655	0	0	0	0
517	1.06505	0.342343	0	0	0	0
518	1.02208	0.388241	0	0	0	0
519	0.995222	0.450741	0	0	0	0
520	0.967878	0.567929	0	0	0	0
521	0	0.552304	0	0	0	0
522	0	0.603085	0	0	0	0
523	0	0.700741	0	0	0	0
524	0	0.716366	0	0	0	0
525	0	0.689022	0	0	0	0
526	0	0.68121	0	0	0	0
527	0	0.68121	0	212.742	0	0
528	0	0.767147	0	236.742	0	0
529	0	0.802304	0	254.054	0	0
530	0	0.790585	0	260.804	0	0
531	0	0.71246	0	257.929	0	0
532	0	0.755429	0	249.992	0	0
533	0	0.74371	0	242.679	0	0
534	0	0.571835	0	234.679	0	0
535	0	0.326718	0	223.804	0	0
536	0	0	0	208.117	0	0
537	0	0	0	0	0	0
538	0	0	0	0	0	0
539	0	0	0	0	0	0
540	0	0	0	0	0	0
541	0	0	0	0	0	0
542	0	0	0	0	0	0
543	0	0	0	0	0	0
544	0	0	0	0	0	0
545	0	0.33453	0	0	0	0
546	0	0.481991	0	0	0	0
547	0	0.388241	0	0	0	0
548	0	0.790585	0	0	0	0
549	0	0.825741	0	0	0	0
550	0	0.864804	0	0	0	0
551	0	0.896054	0	0	0	0
552	0	0.935116	0	0	0	0
553	0	0.966366	0	0	0	0
554	0	0.970272	0	0	0	0
555	0	0.958554	0	0	0	0
556	0	0.888241	0	0	0	0
557	0	0.853085	0	0	0	0
558	0	0.845272	0	0	0	0
559	0	0.814022	0	0	0	0
560	0	0.704647	0	0	0	0
561	0	0.575741	0	0	0	0
562	0	0.439022	0	0	0	0
563	0	0.369687	0	0	0	0
564	0	0.403866	0	0	0	0
565	0	0.439022	0	0	0	0
566	0	0.435116	0	0	0	0
567	0	0.407772	0	0	0	0
568	0	0.435116	0	0	0	0
569	0	0.52496	0	0	0	0
570	0	0.603085	0	0	0	0
571	0	0.646054	0	0	0	0
572	0	0.692929	0	0	0	0
573	0	0.735897	0	0	0	0
574	0	0.751522	0	0	0	0
575	0	0.817929	0	0	0	0
576	0	0.892147	0	0	0	0
577	0	0.966366	0	0	0	0
578	0	0.99371	0	0	0	0
579	0	1.00152	0	0	0	0
580	0	0.915585	0	0	0	0
581	0	0.880429	0	0	0	0
582	0	0.86871	0	0	0	0
583	0	0.860897	0	0	0	0
584	0	0.821835	0	0	0	0
585	0	0.782772	0	0	0	0
586	0	0.759335	0	0	0	0
587	0	0.700741	0	0	0	0
588	0	0.669491	0	0	0	0
589	0	0.61871	0	0	0	0
590	0	0.610897	0	0	0	0
591	0	0.583554	0	0	0	0
592	0	0.58746	0	0	0	0
593	0	0.606991	0	0	0	0
594	0	0.653866	0	0	0	0
595	0	0.724179	0	0	0	0
596	0	0.845272	0	0	0	0
597	0	0.907772	0	0	0	0
598	0	0.942929	0	0	0	0
599	0	0.954647	0	0	0	0
600	0	1.02887	0	0	0	0
601	0	1.12262	0	0	0	0
602	0	1.13433	0	0	0	0
603	0	1.13824	0	0	0	0
604	0	1.13824	0	0	0	0
605	0	1.11871	0	0	0	0
606	0	1.06793	0	0	0	0
607	0	1.02887	0	0	0	0
608	0	0.950741	0	0	0	0
609	0	0.907772	0	0	0	0
610	0	0.841366	0	0	0	0
611	0	0.825741	0	0	0	0
612	0	0.911679	0	0	0	0
613	0	0.845272	0	0	0	0
614	0	0.751522	0	0	0	0
615	0	0.778866	0	0	0	0
616	0	0.829647	0	0	0	0
617	0	0.888241	0	0	0	0
618	0	1.0484	0	0	0	0
619	0	1.14996	0	0	0	0
620	0	1.1773	0	0	0	0
621	0	1.23199	0	0	0	0
622	0	1.24371	0	0	0	0
623	0	1.31012	0	0	0	0
624	0	1.29058	0	0	0	0
625	0	1.12262	0	0	0	0
626	0	1.25543	0	0	0	0
627	0	1.30621	0	0	0	0
628	0	1.25543	0	208.617	0	0
629	0	1.21637	0	215.804	0	0
630	0	1.14996	0	220.492	0	0
631	0	1.1148	0	221.742	0	0
632	0	1.12652	0	218.367	0	0
633	0	1.12262	0	208.242	0	0
634	0	1.04449	0	0	0	0
635	0	1.02887	0	0	0	0
636	0	1.03668	0	0	0	0
637	0	1.09527	0	0	0	0
638	0	1.15777	0	0	0	0
639	0	1.12652	0	0	0	0
640	0	1.10308	0	0	0	0
641	0	1.12652	0	0	0	0
642	0	1.1734	0	0	0	0
643	0	1.24762	0	0	0	0
644	0	1.22808	0	0	0	0
645	0	1.27496	0	0	0	0
646	0	1.24762	0	0	0	0
647	0	1.24762	0	0	0	0
648	0	1.25933	0	0	0	0
649	0	1.25152	0	0	0	0
650	0	0.915585	0	0	0	0
651	0	1.14996	0	0	0	0
652	0	1.22808	0	0	0	0
653	0	1.21637	0	0	0	0
654	0	1.25933	0	0	0	0
655	0	1.11871	0	0	0	0
656	0	1.09918	0	0	0	0
657	0	1.12262	0	0	0	0
658	0	1.14996	0	0	0	0
659	0	1.14215	0	0	0	0
660	0	1.11871	0	0	0	0
661	0	1.1109	0	0	0	0
662	0	1.1109	0	0	0	0
663	0	1.10308	0	0	0	0
664	0	1.09137	0	0	0	0
665	0	1.07965	0	0	0	0
666	0	1.12652	0	0	0	0
667	0	1.15387	0	0	0	0
668	0	1.14996	0	0	0	0
669	0	1.18902	0	0	0	0
670	0	1.20074	0	0	0	0
671	0	1.19683	0	0	0	0
672	0	1.22027	0	0	0	-209.821
673	0	1.16949	0	0	0	-217.259
674	0	1.29449	0	0	0	-228.071
675	0	1.3609	0	0	0	-238.884
676	0	1.39215	0	0	0	-249.759
677	0	1.2984	0	0	0	-255.571
678	0	1.32183	0	0	0	-263.884
679	0	1.35699	0	-213.821	0	-273.946
680	0	1.40387	0	-227.696	0	-287.384
681	0	1.35308	0	-242.008	0	-300.946
682	0	1.33355	0	-258.383	0	-312.384
683	0	1.31012	0	-279.008	0	-321.321
684	0	1.27105	0	-300.508	0	-328.009
685	0	1.22418	0	-314.571	0	-332.009
686	0	1.21246	0	-331.258	0	-337.009
687	0	1.21246	0	-349.446	0	-342.134
688	0	1.25152	0	-367.446	0	-348.634
689	0	1.28277	0	-379.696	0	-355.446
690	0	1.24371	0	-401.508	0	-358.384
691	0	1.29449	0	-414.571	0	-359.571
692	0	1.40387	0	-425.133	0	-359.509
693	0	1.4898	0	-431.571	0	-356.509
694	0	1.52105	0	-435.946	0	-350.321
695	0	1.50152	0	-436.446	0	-341.196
696	0	1.50933	0	-437.571	0	-331.384
697	0	1.56402	0	-439.258	0	-325.509
698	0	1.47418	0	-430.446	0	-315.321
699	0	1.52105	0	-427.946	0	-306.071
700	0	1.46637	0	-418.008	0	-298.071
701	0	1.4234	0	-409.821	0	-287.759
702	0	1.39215	0	-402.508	0	-277.071
703	0	1.37262	0	-391.321	0	-266.571
704	0	1.27105	0	-377.383	0	-256.446
705	0	1.19683	0	-364.508	0	-248.446
706	0	1.1109	0	-350.008	0	-241.759
707	0	1.03668	0	-336.446	0	-236.321
708	0	0.942929	0	-320.321	0	-232.071
709	0	0.782772	0	-309.883	0	-226.821
710	0	0.689022	0	-301.508	0	-223.259
711	0	0.58746	0	-298.258	0	-218.134
712	0	0.49371	0	-297.821	0	-212.446
713	0	0.435116	0	-298.508	0	-205.696
714	0	0.314999	0	-303.196	0	0
715	0	0	0	-305.508	0	0
716	0	0	0	-311.508	0	0
717	0	0	0	-318.821	0	0
718	0	0	0	-325.508	0	0
719	0	0	0	-329.821	0	0
720	0	0	0	-331.196	0	0
721	-0.950091	0	0	-339.508	0	0
722	-1.04726	0	0	-339.196	0	0
723	-1.01991	0.279843	0	-326.946	0	0
724	-1.05507	0.372616	0	-328.821	0	0
725	-1.04726	0.544491	0	-318.571	0	0
726	-1.03945	0.614804	0	-305.758	0	0
727	-1.04726	0.579647	0	-286.821	0	0
728	-1.02773	0.548397	0	-265.321	0	0
729	-1.00429	0.548397	0	-243.821	0	0
730	-0.980853	0.481991	0	-220.696	0	0
731	0	0.384335	0	0	0	0
732	-0.96181	0.33453	0	0	0	0
733	0	0	0	0	0	0
734	0	0	0	0	0	0
735	0	0	0	0	0	0
736	0	0	0	0	0	0
737	0	0	0	0	0	0
738	0	0	0	0	0	0
739	0	0	0	0	0	0
740	0	0	0	0	0	0
741	0	-0.282657	0	-207.946	0	0
742	0	-0.341251	0	0	0	0
743	-0.946185	0	0	0	0	0
744	-0.973528	0	0	-221.821	0	0
745	-0.965716	0	0	-243.446	0	0
746	0	0	0	-252.696	0	0
747	0	0	0	-254.571	0	0
748	0	0	0	-261.946	0	0
749	0	0	0	-263.008	0	0
750	0	0	0	-262.821	0	0
751	0	0	0	-261.258	0	0
752	0	0	0	-255.383	0	0
753	0	0	0	-245.946	0	0
754	0	0	0	-239.321	0	0
755	0	0	0	-234.196	0	0
756	0	0	0	-223.008	0	0
757	0	0	0	-214.758	0	0
758	0	0	0	-212.446	0	0
759	0	0	0	-208.133	0	0
760	0	0	0	-204.321	0	0
761	0	0	0	0	0	0
762	0	0	0	0	0	0
763	0	0	0	0	0	0
764	0	0	0	0	0	0
765	0	0	0	0	0	0
766	0	0	0	0	0	0
767	0	0	0	0	0	0
768	0	0	0	0	0	0
769	0	0	0	0	0	0
770	0	0	0	0	0	0
771	0	0	0	0	0	0
772	0	0	0	0	0	0
773	0	0	0	0	0	0
774	0	0	0	0	0	0
775	0	0	0	0	0	0
776	0	0	0	0	0	0
777	0	0	0	0	0	0
778	0	0	0	-217.258	0	0
779	0	0	0	-228.321	0	0
780	0	0	0	-233.633	0	0
781	0	0	0	-221.571	0	0
782	0	0	-1.12104	-230.071	0	0
783	0	0	-1.26069	-233.071	0	0
784	0	0	-1.25287	-235.321	0	0
785	0	0	-1.22211	-227.758	0	0
786	0	0	-1.30756	-222.571	0	0
787	0	0	-1.3852	-218.196	0	0
788	0	0	-1.42426	-207.133	0	0
789	0	0	-1.50971	0	0	0
790	0	0	-1.57954	0	0	0
791	0	0	-1.65717	0	0	0
792	0	0	-1.68452	0	0	0
793	0	0	-1.68842	0	0	0
794	0	0	-1.70014	0	0	0
795	0	0	-1.69623	0	0	0
