#Index	accX	accY	accZ	gyrX	gyrY	gyrZ
796	0	0	-1.68452	0	0	0
797	0	0	-1.66889	0	0	0
798	0	0	-1.60688	0	0	0
799	0	0	-1.75043	0	0	0
800	0	0.372616	-1.6767	0	0	0
801	0	0.338437	-1.80512	0	0	0
802	0	0	-1.80121	0	0	0
803	0	0	-1.80121	0	0	0
804	0	0	-1.83588	0	0	0
805	0	0.307187	-1.80121	0	0	0
806	0	0.33453	-1.83979	0	0	0
807	0	0.357968	-1.93696	0	0	0
808	0	0.346249	-2.00678	0	0	0
809	0	0.354062	-2.081	0	0	0
810	0	0.33453	-2.04975	0	0	0
811	0	0.326718	-1.95258	0	0	0
812	0	0	-1.82807	0	0	0
813	0	0	-1.80121	0	0	0
814	0	0	-1.78559	0	0	0
815	0	0	-1.72309	0	0	0
816	0	0	-1.66498	0	0	0
817	0	0	-1.59125	0	0	0
818	0	0	-1.56782	0	0	0
819	0	0	-1.58344	0	0	0
820	0	0.279843	-1.60688	0	0	0
821	0	0.314999	-1.65327	0	0	0
822	0	0.342343	-1.74262	0	0	0
823	0	0.388241	-1.80512	0	0	0
824	0	0.419491	-1.85541	0	0	0
825	0	0.427304	-1.87495	0	0	0
826	0	0.439022	-1.94868	0	0	0
827	0	0.435116	-2.02241	0	0	0
828	0	0.446835	-2.09614	0	0	0
829	0	0.454647	-2.10395	0	0	0
830	0	0.427304	-2.07709	0	0	0
831	0	0.39996	-2.04194	0	0	0
832	0	0.419491	-1.98383	0	0	0
833	0	0.419491	-1.97993	0	0	0
834	0	0.392147	-1.94086	0	0	0
835	0	0.330624	-1.88666	0	0	0
836	0	0.295468	-1.77387	0	0	0
837	0	0.372616	-1.71186	0	0	0
838	0	0.411679	-1.6767	0	0	0
839	0	0.346249	-1.65717	0	0	0
840	0	0.376522	-1.56391	0	0	0
841	0	0.583554	-1.57172	0	0	0
842	0	0.30328	-1.39692	0	0	0
843	0	0.528866	-1.38129	0	0	0
844	0	0.532772	-1.45112	0	0	0
845	0	0.513241	-1.53266	0	0	0
846	0	0.49371	-1.68452	0	0	0
847	0	0.567929	-1.90961	0	0	0
848	0	0.657772	-2.08881	0	0	0
849	0	0.622616	-2.21674	0	0	0
850	0	0.595272	-2.26752	0	0	0
851	0	0.536679	-2.2519	0	0	0
852	0	0.517147	-2.22455	0	0	0
853	0	0.532772	-2.16254	0	0	0
854	0	0.567929	-2.12739	0	0	0
855	0	0.567929	-2.09614	0	0	0
856	0	0.521054	-2.05366	0	0	0
857	0	0.497616	-2.01069	0	0	0
858	0	0.485897	-1.95649	0	0	0
859	0	0.454647	-1.87885	0	0	0
860	0	0.435116	-1.75825	0	0	0
861	0	0.39996	-1.66498	0	0	0
862	0	0.376522	-1.57172	0	0	0
863	0	0.369687	-1.55219	0	0	0
864	0	0.388241	-1.56	0	0	0
865	0	0.396054	-1.66108	0	0	0
866	0	0.415585	-1.73481	0	0	0
867	0	0.450741	-1.79731	0	0	0
868	0	0.466366	-1.85932	0	0	0
869	0	0.481991	-1.87104	0	0	0
870	0	0.466366	-1.89448	0	0	0
871	0	0.454647	-1.92914	0	0	0
872	0	0.458554	-1.92914	0	0	0
873	0	0.458554	-1.95258	0	0	0
874	0	0.474179	-1.97211	0	0	0
875	0	0.478085	-1.97993	0	0	0
876	0	0.478085	-1.94086	0	0	0
877	0	0.474179	-1.92914	0	0	0
878	0	0.450741	-1.90961	0	0	0
879	0	0.446835	-1.87495	0	0	0
880	0	0.458554	-1.88276	0	0	0
881	0	0.415585	-1.83588	0	0	0
882	0	0.423397	-1.83979	0	0	0
883	0	0.435116	-1.85151	0	0	0
884	0	0.446835	-1.87104	0	0	0
885	0	0.481991	-1.87495	0	0	0
886	0	0.49371	-1.8437	0	0	0
887	0	0.485897	-1.83979	0	0	0
888	0	0.49371	-1.83588	0	0	0
889	0	0.521054	-1.87495	0	0	0
890	0	0.536679	-1.96821	0	0	0
891	0	0.517147	-2.01069	0	0	0
892	0	0.49371	-2.07709	0	0	0
893	0	0.478085	-2.07319	0	0	0
894	0	0.478085	-2.10395	0	0	0
895	0	0.478085	-2.10004	0	0	0
896	0	0.466366	-2.07709	0	0	0
897	0	0.46246	-2.02241	0	0	0
898	0	0.446835	-1.95649	0	0	0
899	0	0.442929	-1.91352	0	0	0
900	0	0.454647	-1.85932	0	0	0
901	0	0.49371	-1.80121	0	0	0
902	0	0.474179	-1.70405	0	0	0
903	0	0.43121	-1.64936	0	0	0
904	0	0.403866	-1.61469	0	0	0
905	0	0.419491	-1.61079	0	0	0
906	0	0.435116	-1.63764	0	0	0
907	0	0.450741	-1.71186	0	0	0
908	0	0.466366	-1.75825	0	0	0
909	0	0.49371	-1.81635	0	0	0
910	0	0.474179	-1.83979	0	0	0
911	0	0.458554	-1.8476	0	0	0
912	0	0.454647	-1.83588	0	0	0
913	0	0.442929	-1.86323	0	0	0
914	0	0.446835	-1.87885	0	0	0
915	0	0.439022	-1.85541	0	0	0
916	0	0.423397	-1.88666	0	0	0
917	0	0.415585	-1.88666	0	0	0
918	0	0.392147	-1.88666	0	0	0
919	0	0.376522	-1.85151	0	0	0
920	0	0.372616	-1.80903	0	0	0
921	0	0.380429	-1.7934	0	0	0
922	0	0.39996	-1.77778	0	0	0
923	0	0.415585	-1.76996	0	0	0
924	0	0.427304	-1.75825	0	0	0
925	0	0.419491	-1.78559	0	0	0
926	0	0.396054	-1.83979	0	0	0
927	0	0.388241	-1.89057	0	0	0
928	0	0.384335	-1.9643	0	0	0
929	0	0.376522	-2.02631	0	0	0
930	0	0.372616	-2.06147	0	0	0
931	0	0.388241	-2.12739	0	0	0
932	0	0.446835	-2.25971	0	0	0
933	0	0.474179	-2.32954	0	0	0
934	0	0.446835	-2.37641	0	0	0
935	0	0.392147	-2.36079	0	0	0
936	0	0.396054	-2.31391	0	0	0
937	0	0.442929	-2.24018	0	0	0
938	0	0.454647	-2.14301	0	0	0
939	0	0.419491	-2.01069	0	0	0
940	0	0.388241	-1.85932	0	0	0
941	0	0.372616	-1.73871	0	0	0
942	0	0.350155	-1.61079	0	0	0
943	0	0.322812	-1.57563	0	0	0
944	0	0	-1.54047	0	0	0
945	0	0	-1.50971	0	0	0
946	0	0	-1.49018	0	0	0
947	0	0	-1.47065	0	0	0
948	0	0	-1.45502	0	0	0
949	0	0	-1.49799	0	0	0
950	0	0	-1.56391	0	0	0
951	0	0	-1.62202	0	0	0
952	0	0.311093	-1.66889	0	0	0
953	0	0.350155	-1.68061	0	0	0
954	0	0.372616	-1.71918	0	0	0
955	0	0.361874	-1.77387	0	0	0
956	0	0.338437	-1.82026	0	0	0
957	0	0.330624	-1.85932	0	0	0
958	0	0.33453	-1.87104	0	0	0
959	0	0.322812	-1.89838	0	0	0
960	0	0.326718	-1.89057	0	0	0
961	0	0.318905	-1.88276	0	0	0
962	0	0.30328	-1.80121	0	0	0
963	0	0.295468	-1.71918	0	0	0
964	0	0.307187	-1.62983	0	0	0
965	0	0.314999	-1.5561	0	0	0
966	0	0.311093	-1.51752	0	0	0
967	0	0.295468	-1.46284	0	0	0
968	0	0.287655	-1.42817	0	0	0
969	0	0.291562	-1.37739	0	0	0
970	0	0.299374	-1.31147	0	0	0
971	0	0.314999	-1.29194	0	0	0
972	0	0.291562	-1.30756	0	0	0
973	-0.938372	0.295468	-1.29194	0	0	0
974	-0.934466	0	-1.28022	0	0	0
975	0	0	-1.23774	0	0	0
976	0	0	-1.20649	0	0	0
977	0	0.283749	-1.14789	0	0	0
978	0	0.291562	-1.0937	0	0	0
979	0	0.291562	0	0	0	0
980	0	0	0	0	0	0
981	0	0	0	0	0	0
982	0	0	0	0	0	0
983	0	0	0	0	0	0
984	0	0	0	0	0	0
985	0	0	0	0	0	0
986	0	0	0	0	0	0
987	0	0	0	0	0	0
988	0	0	0	0	0	0
989	0	0.275937	0	0	0	0
990	0	0	0	0	0	0
991	0	0	0	0	0	0
992	0	0	0	0	0	0
993	0	0	0	0	0	0
994	0	0	0	0	0	0
995	0	0	0	0	0	0
996	-0.953997	0	0	0	0	0
997	-0.953997	0.369687	0	0	0	0
998	-0.946185	0.46246	0	0	0	0
999	-0.96181	0.411679	0	0	0	0
1000	-0.996478	0.322812	0	0	0	0
1001	-1.03554	0.287655	0	0	0	0
1002	-1.0624	0.311093	0	0	0	0
1003	-1.07411	0.299374	0	0	0	0
1004	-1.05507	0.291562	0	0	0	0
1005	-1.01601	0.299374	0	0	0	0
1006	-0.977435	0.291562	0	0	0	0
1007	0	0.283749	0	0	0	0
1008	0	0	0	0	0	0
1009	0	0	0	0	0	0
1010	0	0	0	0	0	0
1011	0	0	0	0	0	0
1012	0	0	0	0	0	0
1013	0	0.279843	0	0	0	0
1014	0	0.283749	0	0	0	0
1015	0	0	0	0	0	0
1016	0	0	0	0	0	0
1017	0	0.283749	0	0	0	0
1018	0	0	0	0	0	0
1019	0	0	0	0	0	0
1020	0	0.275937	0	0	0	0
1021	0	0	0	0	0	0
1022	0	0	0	0	0	-202.759
