#Step	accX	accY	posX	posY	Yaw	vX	vY	vYaw
878	1.73113e-05	-9.12541e-14	1.98517e-16	12.8236	1.5708	1.49833	-5.44367e-16	-1.02618e-17
879	1.73103e-05	1.09712e-13	1.91324e-16	12.8386	1.5708	1.49833	5.52756e-16	-7.84204e-17
880	1.73094e-05	-9.64279e-14	1.95439e-16	12.8536	1.5708	1.49833	-4.11523e-16	-7.03244e-17
881	1.73084e-05	1.26965e-13	1.90188e-16	12.8686	1.5708	1.49833	8.58128e-16	-3.40561e-17
882	1.73075e-05	-1.24766e-13	1.90753e-16	12.8836	1.5708	1.49833	-3.89537e-16	5.82283e-18
883	1.73066e-05	2.63649e-14	1.90347e-16	12.8986	1.5708	1.49833	-1.25887e-16	-9.47584e-17
884	1.73056e-05	1.83048e-14	1.8811e-16	12.9136	1.5708	1.49833	5.71608e-17	-6.34873e-17
885	1.73047e-05	-1.69176e-13	2.04456e-16	12.9286	1.5708	1.49833	-1.6346e-15	-7.69138e-17
886	1.73037e-05	1.61983e-14	2.12521e-16	12.9436	1.5708	1.49833	-1.47261e-15	3.36485e-18
887	1.73028e-05	9.07178e-14	2.14845e-16	12.9586	1.5708	1.49833	-5.65437e-16	-5.24591e-17
888	1.73019e-05	1.52174e-14	2.20643e-16	12.9736	1.5708	1.49833	-4.13263e-16	3.07169e-18
889	1.73009e-05	-2.16011e-14	2.2194e-16	12.9886	1.5708	1.49833	-6.29274e-16	8.38297e-17
890	1.73e-05	1.70599e-13	2.12838e-16	13.0036	1.5708	1.49833	1.07671e-15	-1.60888e-17
891	1.72991e-05	2.33549e-15	2.03503e-16	13.0186	1.5708	1.49833	1.10007e-15	4.71469e-17
892	1.72981e-05	-1.05187e-13	2.04686e-16	13.0336	1.5708	1.49833	4.82012e-17	7.49571e-17
893	1.72972e-05	2.79183e-14	2.04742e-16	13.0486	1.5708	1.49833	3.27384e-16	7.0779e-17
894	1.72962e-05	-9.62779e-14	2.09431e-16	13.0636	1.5708	1.49833	-6.35395e-16	8.74471e-17
895	1.72953e-05	1.45007e-13	2.0295e-16	13.0786	1.5708	1.49833	8.14675e-16	2.86511e-17
896	1.72944e-05	-1.12732e-13	2.0108e-16	13.0936	1.5708	1.49833	-3.12642e-16	4.73327e-17
897	1.72934e-05	1.30619e-15	2.02411e-16	13.1086	1.5708	1.49833	-2.9958e-16	-5.26099e-17
898	1.72925e-05	-6.98707e-14	2.10728e-16	13.1236	1.5708	1.49833	-9.98287e-16	-4.56986e-17
899	1.72915e-05	1.27857e-13	2.07926e-16	13.1386	1.5708	1.49833	2.80287e-16	-4.41663e-17
900	1.72906e-05	-5.39607e-14	2.10519e-16	13.1536	1.5708	1.49833	-2.5932e-16	-6.17751e-17
901	1.72897e-05	1.06828e-13	2.02429e-16	13.1686	1.5708	1.49833	8.08964e-16	-5.55668e-17
902	1.72887e-05	-1.76278e-13	2.06972e-16	13.1836	1.5708	1.49833	-9.53815e-16	-6.58477e-17
903	1.72878e-05	1.97253e-14	2.12872e-16	13.1986	1.5708	1.49833	-7.56562e-16	-1.36158e-16
904	1.72868e-05	5.3698e-14	2.16733e-16	13.2136	1.5708	1.49833	-2.19581e-16	-7.82066e-17
905	1.72859e-05	-1.33553e-13	2.27288e-16	13.2286	1.5708	1.49833	-1.55511e-15	6.30627e-18
906	1.7285e-05	2.88338e-13	2.15671e-16	13.2436	1.5708	1.49833	1.32827e-15	-7.8347e-17
907	1.7284e-05	2.8313e-14	2.01222e-16	13.2586	1.5708	1.49833	1.6114e-15	-1.08521e-17
908	1.72831e-05	-4.73109e-14	1.91505e-16	13.2736	1.5708	1.49833	1.13829e-15	2.17418e-17
909	1.72822e-05	-2.35407e-13	1.98667e-16	13.2886	1.5708	1.49834	-1.21578e-15	-2.05528e-18
910	1.72812e-05	2.23674e-13	1.88457e-16	13.3036	1.5708	1.49834	1.02095e-15	-8.112e-17
911	1.72803e-05	-9.16113e-14	1.90739e-16	13.3186	1.5708	1.49834	1.0484e-16	-3.63431e-17
912	1.72793e-05	-2.16708e-13	2.08031e-16	13.3336	1.5708	1.49834	-2.06224e-15	5.06636e-17
913	1.72784e-05	2.10838e-13	2.05904e-16	13.3486	1.5708	1.49834	4.61421e-17	-4.03296e-17
914	1.72775e-05	-6.21596e-14	2.09994e-16	13.3636	1.5708	1.49834	-5.75453e-16	-4.89373e-17
915	1.72765e-05	1.39309e-14	2.1269e-16	13.3786	1.5708	1.49834	-4.36144e-16	-4.37516e-17
916	1.72756e-05	6.06271e-14	2.10989e-16	13.3936	1.5708	1.49834	1.70127e-16	-3.38598e-17
917	1.72746e-05	-1.99703e-14	2.14615e-16	13.4086	1.5708	1.49834	-2.95756e-17	3.97448e-18
918	1.72737e-05	-4.1051e-14	2.15685e-16	13.4236	1.5708	1.49834	-4.40086e-16	5.68504e-17
919	1.72728e-05	-4.91793e-14	2.23339e-16	13.4386	1.5708	1.49834	-9.31879e-16	-5.6682e-17
920	1.72718e-05	2.34341e-13	2.10889e-16	13.4536	1.5708	1.49834	1.41153e-15	2.12887e-17
921	1.72709e-05	-7.41388e-14	2.05853e-16	13.4686	1.5708	1.49834	6.7014e-16	6.05788e-17
922	1.727e-05	-7.36252e-14	1.99853e-16	13.4836	1.5708	1.49834	-6.61119e-17	4.49171e-17
923	1.7269e-05	4.83199e-14	1.95682e-16	13.4986	1.5708	1.49834	4.17087e-16	-7.61894e-17
924	1.72681e-05	-2.66357e-14	1.97505e-16	13.5136	1.5708	1.49834	1.5073e-16	2.40378e-17
925	1.72671e-05	-5.74789e-14	1.98415e-16	13.5286	1.5708	1.49834	-4.24059e-16	1.06254e-16
926	1.72662e-05	3.38593e-14	1.9927e-16	13.5436	1.5708	1.49834	-8.5466e-17	-3.71735e-18
927	1.72653e-05	3.71748e-14	1.99738e-16	13.5586	1.5708	1.49834	2.86282e-16	1.1541e-17
928	1.72643e-05	3.86293e-14	1.96342e-16	13.5736	1.5708	1.49834	6.72575e-16	6.08867e-17
929	1.72634e-05	-6.51581e-14	1.91137e-16	13.5886	1.5708	1.49834	2.09936e-17	7.64457e-17
930	1.72624e-05	2.28138e-15	1.90698e-16	13.6036	1.5708	1.49834	4.38074e-17	-5.50032e-17
931	1.72615e-05	-1.37916e-13	1.99056e-16	13.6186	1.5708	1.49834	-1.33535e-15	-1.91903e-17
932	1.72606e-05	2.23565e-13	1.88388e-16	13.6336	1.5708	1.49834	9.00299e-16	-7.69671e-17
933	1.72596e-05	-1.01466e-13	1.91197e-16	13.6486	1.5708	1.49834	-1.14358e-16	-3.82242e-17
934	1.72587e-05	4.05777e-14	1.91613e-16	13.6636	1.5708	1.49834	2.91419e-16	1.95199e-17
935	1.72577e-05	-1.50282e-13	1.98731e-16	13.6786	1.5708	1.49834	-1.21141e-15	2.64053e-17
936	1.72568e-05	2.07842e-13	1.86731e-16	13.6936	1.5708	1.49834	8.67011e-16	-8.45293e-17
937	1.72559e-05	-6.92157e-14	1.81652e-16	13.7086	1.5708	1.49834	1.74855e-16	-1.39826e-16
938	1.72549e-05	8.24336e-14	1.7166e-16	13.7236	1.5708	1.49834	9.9919e-16	1.03007e-16
939	1.7254e-05	-1.63167e-13	1.72989e-16	13.7386	1.5708	1.49834	-6.32477e-16	1.28226e-16
940	1.72531e-05	-4.81915e-14	1.82468e-16	13.7536	1.5708	1.49834	-1.11439e-15	8.7743e-17
941	1.72521e-05	1.94714e-14	1.9333e-16	13.7686	1.5708	1.49834	-9.19678e-16	1.38464e-16
942	1.72512e-05	1.53669e-14	2.0432e-16	13.7836	1.5708	1.49834	-7.66009e-16	-1.09912e-17
943	1.72502e-05	5.11203e-14	2.10199e-16	13.7986	1.5708	1.49834	-2.54807e-16	6.9038e-18
944	1.72493e-05	-2.68521e-14	2.10436e-16	13.8136	1.5708	1.49834	-5.23328e-16	3.60403e-17
945	1.72484e-05	2.66806e-14	2.13002e-16	13.8286	1.5708	1.49834	-2.56522e-16	-1.01685e-16
946	1.72474e-05	7.7218e-14	2.0951e-16	13.8436	1.5708	1.49834	5.15658e-16	-1.63869e-17
947	-2.33302	0.0726402	2.32231e-07	13.8584	1.57029	1.47501	0.000726402	-0.0507035
948	-3.57968	0.921086	-8.05891e-05	13.8728	1.56951	1.43921	0.00993727	-0.0777362
949	-3.19107	0.478476	-0.000195348	13.8869	1.5685	1.4073	0.014722	-0.101339
950	-3.17316	0.0499875	-0.000299159	13.9007	1.56729	1.37557	0.0152219	-0.120941
951	-3.06806	-0.110649	-0.000373794	13.9141	1.56586	1.34489	0.0141154	-0.142497
952	-3.04302	-0.134757	-0.000414358	13.9273	1.56418	1.31446	0.0127678	-0.167958
953	-3.09988	-0.096222	-0.00042201	13.9401	1.56221	1.28346	0.0118056	-0.19721
954	-3.19268	-0.0378687	-0.000399881	13.9527	1.55992	1.25154	0.0114269	-0.229248
955	-3.27993	0.016884	-0.000350911	13.9649	1.55729	1.21874	0.0115958	-0.262865
956	-3.33947	0.0571592	-0.000276878	13.9767	1.55432	1.18534	0.0121674	-0.297018
957	-3.36679	0.0798418	-0.000178162	13.9883	1.55101	1.15167	0.0129658	-0.33098
958	-3.3681	0.0861051	-5.38786e-05	13.9994	1.54737	1.11799	0.0138268	-0.36436
959	-3.35357	0.0790042	9.78115e-05	14.0103	1.5434	1.08446	0.0146169	-0.397033
960	-3.33269	0.0619647	0.000279377	14.0208	1.53911	1.05113	0.0152365	-0.429056
961	-3.31212	0.0379731	0.000493632	14.031	1.5345	1.01801	0.0156163	-0.460574
962	-3.29524	0.00925748	0.000743526	14.0409	1.52958	0.985057	0.0157088	-0.491759
963	-3.28271	-0.0227302	0.00103201	14.0504	1.52436	0.95223	0.0154815	-0.522757
964	-3.27348	-0.0571786	0.00136198	14.0596	1.51882	0.919495	0.0149097	-0.55367
965	-3.26565	-0.0937288	0.00173623	14.0685	1.51297	0.886838	0.0139725	-0.584551
966	-2.8129	-0.105923	0.00215717	14.0771	1.50688	0.858709	0.0129132	-0.609819
967	-1.91646	-0.0975444	0.00262804	14.0855	1.50063	0.839545	0.0119378	-0.624866
968	-1.17265	-0.100845	0.00315311	14.0937	1.49429	0.827818	0.0109293	-0.633132
969	-0.59915	-0.0962556	0.00373547	14.1019	1.48792	0.821827	0.00996678	-0.637052
970	-0.254069	-0.0868134	0.00437666	14.1101	1.48153	0.819286	0.00909864	-0.63907
971	-0.095681	-0.0548021	0.00507478	14.1183	1.47513	0.818329	0.00855062	-0.640005
972	-0.043779	-0.0296509	0.00582775	14.1264	1.46872	0.817891	0.00825411	-0.640398
973	-0.022972	-0.0160417	0.00663441	14.1346	1.46232	0.817662	0.00809369	-0.640565
974	-0.0136533	-0.00844148	0.00749402	14.1427	1.45591	0.817525	0.00800928	-0.640638
975	-0.00873775	-0.00419569	0.00840617	14.1509	1.4495	0.817438	0.00796732	-0.640671
976	-0.00578277	-0.0018995	0.0093706	14.159	1.44309	0.81738	0.00794833	-0.640689
977	-0.00394746	-0.000739978	0.0103872	14.1671	1.43668	0.81734	0.00794093	-0.6407
978	-0.00288395	-0.000220138	0.0114557	14.1752	1.43028	0.817312	0.00793873	-0.640708
979	-0.0023731	-3.43223e-05	0.0125763	14.1833	1.42387	0.817288	0.00793838	-0.640715
980	-0.00223107	-1.71616e-06	0.0137487	14.1914	1.41746	0.817266	0.00793837	-0.640721
981	-0.00230136	-2.35424e-05	0.014973	14.1995	1.41105	0.817243	0.00793813	-0.640728
982	-0.00246349	-5.25415e-05	0.0162491	14.2076	1.40464	0.817218	0.00793761	-0.640734
983	-0.00263701	-7.11736e-05	0.0175769	14.2157	1.39823	0.817192	0.00793689	-0.640741
984	-0.00277796	-7.69307e-05	0.0189565	14.2237	1.39182	0.817164	0.00793612	-0.640747
985	-0.00287021	-7.33217e-05	0.0203876	14.2318	1.38541	0.817135	0.00793539	-0.640754
986	-0.00291547	-6.50155e-05	0.0218704	14.2398	1.379	0.817106	0.00793474	-0.64076
987	-0.00292439	-5.57181e-05	0.0234046	14.2478	1.37259	0.817077	0.00793418	-0.640767
988	-0.00291007	-4.76236e-05	0.0249902	14.2559	1.36618	0.817048	0.00793371	-0.640774
989	-0.00288415	-4.16176e-05	0.0266272	14.2639	1.35977	0.817019	0.00793329	-0.640781
990	-0.00285508	-3.77253e-05	0.0283155	14.2719	1.35336	0.81699	0.00793291	-0.640787
991	-0.00282787	-3.55404e-05	0.030055	14.2799	1.34695	0.816962	0.00793256	-0.640794
992	-0.0028047	-3.45319e-05	0.0318456	14.2879	1.34054	0.816934	0.00793221	-0.640801
993	-0.00278584	-3.42202e-05	0.0336873	14.2958	1.33413	0.816906	0.00793187	-0.640808
994	-0.00277048	-3.42482e-05	0.03558	14.3038	1.32772	0.816878	0.00793153	-0.640814
995	-0.00275745	-3.43885e-05	0.0375235	14.3117	1.3213	0.816851	0.00793118	-0.640821
996	-0.00274566	-3.45195e-05	0.0395179	14.3196	1.31489	0.816823	0.00793084	-0.640828
997	-0.00273426	-3.45914e-05	0.041563	14.3276	1.30848	0.816796	0.00793049	-0.640835
998	-0.00272273	-3.4596e-05	0.0436587	14.3355	1.30207	0.816769	0.00793015	-0.640841
999	-0.00271082	-3.45446e-05	0.045805	14.3434	1.29566	0.816742	0.0079298	-0.640848
1000	-0.00269849	-3.44541e-05	0.0480017	14.3512	1.28924	0.816715	0.00792946	-0.640855
1001	-0.00268582	-3.43397e-05	0.0502488	14.3591	1.28283	0.816688	0.00792911	-0.640862
1002	-0.00267291	-3.42124e-05	0.0525462	14.3669	1.27642	0.816661	0.00792877	-0.640868
1003	-0.00265987	-3.40791e-05	0.0548937	14.3748	1.27001	0.816634	0.00792843	-0.640875
1004	-0.0026468	-3.39433e-05	0.0572913	14.3826	1.26359	0.816608	0.00792809	-0.640882
1005	-0.00263376	-3.38065e-05	0.0597388	14.3904	1.25718	0.816582	0.00792775	-0.640888
1006	-0.00262076	-3.36689e-05	0.0622362	14.3982	1.25077	0.816555	0.00792742	-0.640895
1007	-0.00260783	-3.35302e-05	0.0647834	14.4059	1.24436	0.816529	0.00792708	-0.640902
1008	-0.00259496	-3.33903e-05	0.0673802	14.4137	1.23794	0.816503	0.00792675	-0.640908
1009	-0.00258214	-3.3249e-05	0.0700265	14.4214	1.23153	0.816478	0.00792642	-0.640915
1010	-0.00256936	-3.31062e-05	0.0727222	14.4291	1.22512	0.816452	0.00792608	-0.640922
1011	-0.0025566	-3.29619e-05	0.0754673	14.4368	1.2187	0.816426	0.00792575	-0.640928
1012	-0.00254387	-3.28164e-05	0.0782615	14.4445	1.21229	0.816401	0.00792543	-0.640935
1013	-0.00253117	-3.26697e-05	0.0811048	14.4521	1.20587	0.816376	0.0079251	-0.640941
1014	-0.00251848	-3.2522e-05	0.083997	14.4598	1.19946	0.81635	0.00792477	-0.640948
1015	-0.00250582	-3.23735e-05	0.0869381	14.4674	1.19305	0.816325	0.00792445	-0.640954
1016	-0.00249317	-3.22241e-05	0.0899279	14.475	1.18663	0.8163	0.00792413	-0.640961
1017	-0.00248055	-3.2074e-05	0.0929663	14.4826	1.18022	0.816276	0.00792381	-0.640967
1018	-0.00246795	-3.19232e-05	0.0960531	14.4902	1.1738	0.816251	0.00792349	-0.640974
1019	-0.00245538	-3.17717e-05	0.0991882	14.4977	1.16739	0.816226	0.00792317	-0.64098
1020	-0.00244284	-3.16196e-05	0.102371	14.5052	1.16097	0.816202	0.00792285	-0.640987
1021	-0.00243032	-3.14669e-05	0.105603	14.5127	1.15456	0.816178	0.00792254	-0.640993
1022	-0.00241782	-3.13135e-05	0.108882	14.5202	1.14814	0.816153	0.00792223	-0.640999
1023	-0.00240536	-3.11596e-05	0.112209	14.5277	1.14173	0.816129	0.00792192	-0.641006
1024	-0.00239292	-3.1005e-05	0.115584	14.5351	1.13531	0.816105	0.00792161	-0.641012
1025	-0.0023805	-3.08499e-05	0.119006	14.5425	1.1289	0.816082	0.0079213	-0.641018
1026	-0.00236811	-3.06941e-05	0.122476	14.5499	1.12248	0.816058	0.00792099	-0.641024
1027	-0.00235575	-3.05378e-05	0.125992	14.5573	1.11607	0.816034	0.00792068	-0.641031
1028	-0.00234341	-3.03808e-05	0.129556	14.5646	1.10965	0.816011	0.00792038	-0.641037
1029	-0.0023311	-3.02233e-05	0.133167	14.5719	1.10324	0.815988	0.00792008	-0.641043
1030	-0.00231882	-3.00652e-05	0.136824	14.5792	1.09682	0.815964	0.00791978	-0.641049
1031	-0.00230657	-2.99066e-05	0.140528	14.5865	1.0904	0.815941	0.00791948	-0.641055
1032	-0.00229434	-2.97473e-05	0.144279	14.5938	1.08399	0.815918	0.00791918	-0.641061
1033	-0.00228213	-2.95875e-05	0.148076	14.601	1.07757	0.815896	0.00791889	-0.641067
1034	-0.00226996	-2.94272e-05	0.151918	14.6082	1.07116	0.815873	0.00791859	-0.641073
1035	-0.00225781	-2.92662e-05	0.155807	14.6154	1.06474	0.81585	0.0079183	-0.641079
1036	-0.00224569	-2.91047e-05	0.159742	14.6225	1.05832	0.815828	0.00791801	-0.641085
1037	-0.0022336	-2.89427e-05	0.163722	14.6296	1.05191	0.815806	0.00791772	-0.641091
1038	-0.00222153	-2.87801e-05	0.167748	14.6367	1.04549	0.815783	0.00791743	-0.641097
1039	-0.00220949	-2.86169e-05	0.171819	14.6438	1.03908	0.815761	0.00791714	-0.641103
1040	-0.00219748	-2.84532e-05	0.175936	14.6509	1.03266	0.815739	0.00791686	-0.641109
1041	-0.0021855	-2.8289e-05	0.180097	14.6579	1.02624	0.815717	0.00791658	-0.641114
1042	-0.00217354	-2.81242e-05	0.184303	14.6649	1.01983	0.815696	0.0079163	-0.64112
1043	-0.00216161	-2.79589e-05	0.188554	14.6718	1.01341	0.815674	0.00791602	-0.641126
1044	-0.00214971	-2.77931e-05	0.192849	14.6788	1.00699	0.815653	0.00791574	-0.641131
1045	-0.00213784	-2.76267e-05	0.197188	14.6857	1.00058	0.815631	0.00791546	-0.641137
1046	-0.00212599	-2.74598e-05	0.201572	14.6926	0.994159	0.81561	0.00791519	-0.641142
1047	-0.00211417	-2.72923e-05	0.205999	14.6994	0.987742	0.815589	0.00791491	-0.641148
1048	-0.00210238	-2.71244e-05	0.21047	14.7063	0.981325	0.815568	0.00791464	-0.641153
1049	-0.00209062	-2.69559e-05	0.214985	14.7131	0.974908	0.815547	0.00791437	-0.641159
1050	-0.00207889	-2.67869e-05	0.219542	14.7198	0.968491	0.815526	0.00791411	-0.641164
1051	-0.00206718	-2.66174e-05	0.224144	14.7266	0.962074	0.815505	0.00791384	-0.64117
1052	-0.0020555	-2.64474e-05	0.228788	14.7333	0.955657	0.815485	0.00791357	-0.641175
1053	-0.00204385	-2.62769e-05	0.233474	14.7399	0.94924	0.815464	0.00791331	-0.64118
1054	-0.00203222	-2.61059e-05	0.238204	14.7466	0.942822	0.815444	0.00791305	-0.641185
1055	-0.00202062	-2.59344e-05	0.242976	14.7532	0.936405	0.815424	0.00791279	-0.64119
1056	-0.00200905	-2.57624e-05	0.24779	14.7598	0.929988	0.815404	0.00791253	-0.641196
1057	-0.00199751	-2.55899e-05	0.252645	14.7663	0.923571	0.815384	0.00791228	-0.641201
1058	-0.001986	-2.54169e-05	0.257543	14.7729	0.917154	0.815364	0.00791202	-0.641206
1059	-0.00197451	-2.52434e-05	0.262482	14.7794	0.910737	0.815344	0.00791177	-0.641211
1060	-0.00196305	-2.50694e-05	0.267463	14.7858	0.904319	0.815325	0.00791152	-0.641215
1061	-0.00195162	-2.4895e-05	0.272485	14.7922	0.897902	0.815305	0.00791127	-0.64122
1062	-0.00194021	-2.47201e-05	0.277548	14.7986	0.891485	0.815286	0.00791102	-0.641225
1063	-0.00192883	-2.45447e-05	0.282651	14.805	0.885068	0.815266	0.00791078	-0.64123
1064	-0.00191748	-2.43689e-05	0.287795	14.8113	0.87865	0.815247	0.00791054	-0.641235
1065	-0.00190615	-2.41926e-05	0.29298	14.8176	0.872233	0.815228	0.00791029	-0.641239
1066	-0.00189485	-2.40158e-05	0.298204	14.8239	0.865816	0.815209	0.00791005	-0.641244
1067	-0.00188358	-2.38385e-05	0.303469	14.8301	0.859399	0.81519	0.00790981	-0.641248
1068	-0.00187234	-2.36608e-05	0.308773	14.8363	0.852982	0.815172	0.00790958	-0.641253
1069	-0.00186112	-2.34827e-05	0.314116	14.8425	0.846564	0.815153	0.00790934	-0.641257
1070	-0.00184993	-2.33041e-05	0.319499	14.8486	0.840147	0.815135	0.00790911	-0.641262
1071	-0.00183876	-2.31251e-05	0.324921	14.8547	0.83373	0.815116	0.00790888	-0.641266
1072	-0.00182762	-2.29456e-05	0.330381	14.8607	0.827313	0.815098	0.00790865	-0.64127
1073	-0.00181651	-2.27657e-05	0.33588	14.8667	0.820896	0.81508	0.00790842	-0.641274
1074	-0.00180542	-2.25853e-05	0.341418	14.8727	0.814479	0.815062	0.0079082	-0.641279
1075	-0.00179436	-2.24046e-05	0.346993	14.8787	0.808062	0.815044	0.00790797	-0.641283
1076	-0.00178332	-2.22234e-05	0.352607	14.8846	0.801645	0.815026	0.00790775	-0.641287
1077	-0.00177231	-2.20417e-05	0.358258	14.8905	0.795228	0.815008	0.00790753	-0.641291
1078	-0.00176133	-2.18597e-05	0.363946	14.8963	0.788811	0.814991	0.00790731	-0.641295
1079	-0.00175037	-2.16772e-05	0.369672	14.9021	0.782394	0.814973	0.00790709	-0.641298
1080	-0.00173943	-2.14943e-05	0.375434	14.9079	0.775977	0.814956	0.00790688	-0.641302
1081	-0.00172852	-2.1311e-05	0.381234	14.9136	0.76956	0.814938	0.00790667	-0.641306
1082	-0.00171763	-2.11273e-05	0.387069	14.9193	0.763143	0.814921	0.00790645	-0.64131
1083	-0.00170677	-2.09432e-05	0.392941	14.9249	0.756726	0.814904	0.00790625	-0.641313
1084	-0.00169594	-2.07587e-05	0.398849	14.9306	0.750309	0.814887	0.00790604	-0.641317
1085	-0.00168512	-2.05739e-05	0.404793	14.9361	0.743893	0.81487	0.00790583	-0.64132
1086	-0.00167433	-2.03886e-05	0.410772	14.9417	0.737476	0.814854	0.00790563	-0.641324
1087	3.70841	0.280367	0.41704	14.9474	0.731708	0.851938	0.0107093	-0.575319
1088	3.43475	0.165398	0.423583	14.9534	0.726635	0.886285	0.0123633	-0.505295
1089	3.31297	0.0811541	0.430394	14.9596	0.722279	0.919415	0.0131748	-0.433779
1090	3.38926	0.0200936	0.437482	14.966	0.718638	0.953307	0.0133758	-0.363419
1091	3.8006	-0.0208039	0.444877	14.9726	0.715667	0.991313	0.0131677	-0.298542
1092	3.96449	-0.0523519	0.452591	14.9794	0.713352	1.03096	0.0126442	-0.23591
1093	4.02536	-0.0787421	0.460629	14.9865	0.711692	1.07121	0.0118568	-0.174183
1094	4.04284	-0.102025	0.46899	14.9938	0.710693	1.11164	0.0108365	-0.112813
1095	3.96647	-0.182328	0.477671	15.0014	0.710354	1.1513	0.00901325	-0.0526101
1096	1.84894	-0.47397	0.48653	15.0091	0.710378	1.16979	0.00427356	-0.0222108
1097	-5.93689	-0.460084	0.494946	15.0163	0.710319	1.11043	-0.000327284	-0.0132362
1098	-1.56005	-0.103327	0.503256	15.0234	0.710203	1.09482	-0.00136055	-0.00958991
1099	2.42153	0.205901	0.511749	15.0307	0.710073	1.11904	0.000698462	-0.00839249
1100	5.30291	0.422661	0.520626	15.0384	0.709955	1.17207	0.00492507	-0.0078163
1101	6.97459	0.545064	0.530002	15.0466	0.709858	1.24182	0.0103757	-0.00700481
1102	7.68124	0.594505	0.539924	15.0553	0.709787	1.31863	0.0163208	-0.005757
1103	7.61025	0.411123	0.550395	15.0646	0.709751	1.39473	0.020432	-0.0029909
1104	5.21116	-1.00576	0.561325	15.0741	0.709735	1.44684	0.0103744	-0.000884053
1105	2.8682	-0.509764	0.572506	15.0838	0.709724	1.47552	0.00527674	-9.62595e-05
1106	1.66357	-0.262536	0.58383	15.0935	0.709714	1.49216	0.00265138	9.31505e-05
1107	0.923203	-0.137133	0.595233	15.1033	0.709703	1.50139	0.00128004	6.53048e-05
1108	0.421342	-0.0721278	0.606672	15.1131	0.709694	1.50561	0.000558762	5.67309e-06
1109	0.170621	-0.0380935	0.618126	15.123	0.709685	1.50731	0.000177827	-1.75418e-05
1110	0.0733753	-0.0178846	0.629585	15.1328	0.709677	1.50804	-1.01848e-06	-2.19239e-05
1111	0.0340648	-0.00650116	0.641047	15.1426	0.709669	1.50839	-6.60301e-05	-1.80152e-05
1112	0.0170074	-0.000743574	0.652509	15.1525	0.709661	1.50856	-7.34659e-05	-1.18087e-05
1113	0.0088595	0.0016167	0.663972	15.1623	0.709653	1.50864	-5.72988e-05	-6.22633e-06
1114	0.00465514	0.00212595	0.675434	15.1721	0.709645	1.50869	-3.60394e-05	-2.29597e-06
1115	0.00247248	0.00179113	0.686896	15.182	0.709637	1.50872	-1.81281e-05	-3.45004e-08
1116	0.00145993	0.00120316	0.698358	15.1918	0.70963	1.50873	-6.09648e-06	9.60924e-07
1117	0.00114622	0.000658188	0.70982	15.2016	0.709622	1.50874	4.854e-07	1.1701e-06
1118	0.00122013	0.000265914	0.721282	15.2115	0.709614	1.50875	3.14454e-06	9.88651e-07
1119	0.00146713	3.42706e-05	0.732744	15.2213	0.709607	1.50877	3.48725e-06	6.80625e-07
1120	0.0017487	-7.26571e-05	0.744206	15.2311	0.709599	1.50879	2.76067e-06	3.90159e-07
1121	0.00198804	-0.000100408	0.755668	15.241	0.709592	1.50881	1.7566e-06	1.75341e-07
1122	0.00215433	-8.75698e-05	0.76713	15.2508	0.709584	1.50883	8.80898e-07	4.33647e-08
1123	0.00224648	-6.04617e-05	0.778592	15.2606	0.709577	1.50885	2.7628e-07	-2.22072e-08
1124	0.00227898	-3.38193e-05	0.790054	15.2705	0.70957	1.50887	-6.19125e-08	-4.4089e-08
1125	0.00227144	-1.38654e-05	0.801516	15.2803	0.709562	1.5089	-2.00566e-07	-4.23145e-08
1126	0.0022421	-1.66668e-06	0.812978	15.2901	0.709555	1.50892	-2.17233e-07	-3.10253e-08
1127	0.00220473	4.18835e-06	0.82444	15.3	0.709548	1.50894	-1.75349e-07	-1.84892e-08
1128	0.00216793	5.84259e-06	0.835902	15.3098	0.709541	1.50896	-1.16924e-07	-8.50333e-09
1129	0.00213589	5.241e-06	0.847364	15.3196	0.709534	1.50898	-6.45135e-08	-2.05644e-09
1130	0.00210964	3.77612e-06	0.858826	15.3295	0.709527	1.509	-2.67523e-08	1.29268e-09
1131	0.00208841	2.26662e-06	0.870287	15.3393	0.70952	1.50902	-4.08606e-09	2.48596e-09
1132	0.00207068	1.08497e-06	0.881749	15.3491	0.709514	1.50905	6.76364e-09	2.45073e-09
1133	0.00205487	3.19493e-07	0.893211	15.359	0.709507	1.50907	9.95856e-09	1.88363e-09
1134	0.00203972	-8.73162e-08	0.904673	15.3688	0.7095	1.50909	9.0854e-09	1.21424e-09
1135	0.00202444	-2.43725e-07	0.916135	15.3786	0.709493	1.50911	6.64815e-09	6.53936e-10
1136	0.00200861	-2.55097e-07	0.927597	15.3885	0.709487	1.50913	4.09718e-09	2.6923e-10
1137	0.00199213	-2.00998e-07	0.939059	15.3983	0.70948	1.50915	2.0872e-09	4.81055e-11
1138	0.00197509	-1.31234e-07	0.950521	15.4081	0.709474	1.50917	7.74858e-10	-5.25784e-11
1139	0.00195763	-7.10238e-08	0.961983	15.418	0.709467	1.50919	6.46202e-11	-7.93622e-11
1140	0.00193992	-2.90284e-08	0.973445	15.4278	0.709461	1.50921	-2.25664e-10	-6.92328e-11
1141	0.0019221	-4.69761e-09	0.984907	15.4376	0.709455	1.50922	-2.7264e-10	-4.65906e-11
1142	0.00190426	6.35939e-09	0.996369	15.4475	0.709449	1.50924	-2.09046e-10	-2.45155e-11
