1 -0.999517 0.096532 0.139012 -0.122836 1.000000 0.000000 0.000000 0.000000 0.000000 1
1 -0.998069 0.192983 0.137169 -0.245884 1.000000 0.000000 0.000000 0.000000 0.000000 1
1 -0.995657 0.289460 0.134093 -0.369376 1.000000 0.000000 0.000000 0.000000 0.000000 1
1 -0.992280 0.385974 0.129779 -0.493534 1.000000 0.000000 0.000000 0.000000 0.000000 1
1 -0.987937 0.482539 0.124219 -0.618579 1.000000 0.000000 0.000000 0.000000 0.000000 1
1 -0.982629 0.579166 0.117404 -0.744729 1.000000 0.000000 0.000000 0.000000 0.000000 1
1 -0.976354 0.675866 0.109320 -0.872202 1.000000 0.000000 0.000000 0.000000 0.000000 1
1 -0.969111 0.772648 0.099955 -1.001210 1.000000 0.000000 0.000000 0.000000 0.000000 1
1 -0.960901 0.869523 0.089290 -1.131965 1.000000 0.000000 0.000000 0.000000 0.000000 1
1 -0.951721 0.966498 0.077309 -1.264674 1.000000 0.000000 0.000000 0.000000 0.000000 1
1 -0.941570 1.063578 0.063990 -1.399536 1.000000 0.000000 0.000000 0.000000 0.000000 1
1 -0.930449 1.160770 0.049310 -1.536747 1.000000 0.000000 0.000000 0.000000 0.000000 1
1 -0.918355 1.258074 0.033246 -1.676493 1.000000 0.000000 0.000000 0.000000 0.000000 1
1 -0.905287 1.355490 0.015771 -1.818951 1.000000 0.000000 0.000000 0.000000 0.000000 1
1 -0.891244 1.453015 -0.003142 -1.964288 1.000000 0.000000 0.000000 0.000000 0.000000 1
1 -0.876226 1.550642 -0.023524 -2.112655 1.000000 0.000000 0.000000 0.000000 0.000000 1
1 -0.860231 1.648359 -0.045406 -2.264188 1.000000 0.000000 0.000000 0.000000 0.000000 1
1 -0.843259 1.746152 -0.068819 -2.419007 1.000000 0.000000 0.000000 0.000000 0.000000 1
1 -0.825308 1.843997 -0.093797 -2.577207 1.000000 0.000000 0.000000 0.000000 0.000000 1
1 -0.806379 1.941868 -0.120375 -2.738862 1.000000 0.000000 0.000000 0.000000 0.000000 1
1 -0.786471 2.039730 -0.148586 -2.904017 1.000000 0.000000 0.000000 0.000000 0.000000 1
1 -0.765584 2.137542 -0.178467 -3.072686 1.000000 0.000000 0.000000 0.000000 0.000000 1
1 -0.743720 2.235254 -0.210052 -3.244849 1.000000 0.000000 0.000000 0.000000 0.000000 1
2 -0.999517 0.096518 0.139012 -0.122889 1.000000 0.000000 0.000000 0.000000 0.000000 2
2 -0.998070 0.192969 0.137168 -0.245936 1.000000 0.000000 0.000000 0.000000 0.000000 2
2 -0.995658 0.289446 0.134091 -0.369429 1.000000 0.000000 0.000000 0.000000 0.000000 2
2 -0.992281 0.385960 0.129777 -0.493587 1.000000 0.000000 0.000000 0.000000 0.000000 2
2 -0.987938 0.482525 0.124217 -0.618633 1.000000 0.000000 0.000000 0.000000 0.000000 2
2 -0.982630 0.579152 0.117401 -0.744783 1.000000 0.000000 0.000000 0.000000 0.000000 2
2 -0.976355 0.675852 0.109317 -0.872256 1.000000 0.000000 0.000000 0.000000 0.000000 2
2 -0.969113 0.772634 0.099950 -1.001265 1.000000 0.000000 0.000000 0.000000 0.000000 2
2 -0.960902 0.869509 0.089286 -1.132021 1.000000 0.000000 0.000000 0.000000 0.000000 2
2 -0.951722 0.966484 0.077303 -1.264731 1.000000 0.000000 0.000000 0.000000 0.000000 2
